player_id,league_id,sub_league_id,year,category,place,amount
29,100,1,2005,26,9,147.3767
29,100,1,2005,58,5,6.9178
29,100,0,2007,4,6,138.0000
29,100,0,2007,9,3,47.0000
29,100,0,2007,11,5,110.0000
29,100,0,2007,12,5,87.0000
29,100,0,2007,21,10,113.7490
29,100,0,2008,1,7,715.0000
29,100,0,2008,9,8,37.0000
29,100,0,2008,10,7,106.0000
29,100,0,2008,11,6,112.0000
29,100,0,2008,12,9,80.0000
29,100,0,2008,16,1,11.0000
29,100,0,2008,21,9,120.1906
29,100,0,2009,12,7,83.0000
29,100,0,2009,13,10,10.0000
29,100,0,2009,16,1,10.0000
29,100,0,2010,4,8,136.0000
29,100,0,2010,6,9,38.0000
29,100,0,2010,12,4,92.0000
29,100,0,2011,4,6,140.0000
67,100,1,2001,30,7,15.0000
90,100,1,2000,27,8,69.0000
90,100,1,2000,50,8,69.0000
90,100,1,2000,51,9,55.0000
135,100,1,2000,27,6,71.0000
135,100,1,2000,32,3,41.0000
135,100,1,2000,50,6,71.0000
135,100,1,2000,51,3,61.0000
135,100,1,2001,27,2,75.0000
135,100,1,2001,32,1,45.0000
135,100,1,2001,50,2,75.0000
135,100,1,2001,51,1,64.0000
136,100,1,2000,16,6,9.0000
136,100,1,2001,18,4,0.3414
136,100,1,2001,19,8,0.4226
137,100,0,2001,7,4,9.0000
187,100,0,2000,1,5,736.0000
187,100,0,2000,2,6,638.0000
187,100,0,2000,3,4,202.0000
187,100,0,2000,5,10,321.0000
187,100,0,2000,6,7,44.0000
187,100,0,2000,7,6,9.0000
187,100,0,2000,9,3,33.0000
187,100,0,2000,14,10,9.0000
187,100,0,2000,16,9,9.0000
187,100,0,2000,17,8,72.0000
187,100,0,2000,19,10,0.3937
187,100,0,2000,21,9,131.9880
187,100,0,2000,58,7,6.5291
187,100,0,2001,0,10,156.0000
187,100,0,2001,1,3,729.0000
187,100,0,2001,2,7,640.0000
187,100,0,2001,3,1,230.0000
187,100,0,2001,5,1,399.0000
187,100,0,2001,6,1,54.0000
187,100,0,2001,7,2,11.0000
187,100,0,2001,9,7,35.0000
187,100,0,2001,10,5,127.0000
187,100,0,2001,11,1,138.0000
187,100,0,2001,16,1,11.0000
187,100,0,2001,17,1,96.0000
187,100,0,2001,18,1,0.3594
187,100,0,2001,19,3,0.4225
187,100,0,2001,20,2,0.6234
187,100,0,2001,21,1,178.6342
187,100,0,2001,22,1,11.0876
187,100,0,2001,23,5,0.2641
187,100,0,2001,24,1,0.4354
187,100,0,2001,25,2,1.0459
187,100,0,2001,26,1,177.9358
187,100,0,2001,58,1,10.3864
187,100,1,2002,9,10,30.0000
193,100,1,2000,10,8,123.0000
193,100,1,2000,18,7,0.3282
193,100,1,2000,20,6,0.6078
193,100,1,2000,23,7,0.2796
193,100,1,2000,24,8,0.4128
193,100,1,2000,25,8,0.9970
193,100,1,2000,26,8,152.8689
193,100,1,2001,10,7,124.0000
193,100,1,2001,16,10,8.0000
193,100,1,2003,16,6,8.0000
193,100,1,2004,16,6,9.0000
210,100,0,2000,27,2,73.0000
210,100,0,2000,33,7,15.0000
210,100,0,2000,50,2,73.0000
236,100,0,2000,4,10,134.0000
236,100,0,2000,14,3,12.0000
237,100,1,2000,15,6,13.0000
237,100,1,2000,36,9,31.0000
237,100,1,2000,43,9,3.1471
237,100,1,2000,47,4,1.4058
237,100,1,2002,30,9,14.0000
237,100,0,2003,30,5,15.0000
237,100,0,2003,36,10,29.0000
237,100,0,2003,47,9,1.7150
237,100,0,2003,57,7,0.5487
237,100,0,2004,30,2,16.0000
245,100,0,2000,0,7,157.0000
245,100,0,2000,2,3,643.0000
245,100,0,2001,0,2,161.0000
245,100,0,2001,2,4,664.0000
245,100,0,2001,6,3,47.0000
245,100,0,2001,10,6,122.0000
245,100,0,2001,17,5,74.0000
245,100,0,2002,0,5,159.0000
245,100,0,2002,2,4,673.0000
245,100,0,2002,3,2,210.0000
245,100,0,2002,5,6,345.0000
245,100,0,2002,6,1,51.0000
245,100,0,2002,10,5,124.0000
245,100,0,2002,16,6,8.0000
245,100,0,2002,17,4,80.0000
245,100,0,2002,18,7,0.3120
245,100,0,2003,0,1,162.0000
245,100,0,2003,1,6,715.0000
245,100,0,2003,2,2,680.0000
245,100,0,2003,3,1,217.0000
245,100,0,2003,5,3,354.0000
245,100,0,2003,6,1,46.0000
245,100,0,2003,10,5,118.0000
245,100,0,2003,16,5,9.0000
245,100,0,2003,17,3,77.0000
245,100,0,2003,18,5,0.3191
245,100,0,2003,21,9,117.0523
245,100,0,2005,16,6,8.0000
245,100,0,2008,16,7,7.0000
251,100,1,2000,57,9,0.5427
251,100,1,2001,15,5,15.0000
251,100,1,2001,28,4,34.0000
251,100,1,2001,30,2,17.0000
251,100,1,2001,37,8,76.0000
251,100,1,2001,39,10,10.0000
257,100,0,2001,51,9,53.0000
258,100,1,2001,7,9,6.0000
258,100,0,2003,7,8,7.0000
294,100,1,2000,37,6,92.0000
294,100,1,2000,39,3,9.0000
294,100,1,2000,41,10,0.2646
294,100,1,2000,46,5,7.1426
294,100,1,2000,48,2,9.4728
305,100,0,2000,29,10,15.0000
305,100,0,2000,36,10,28.0000
305,100,0,2000,37,9,74.0000
305,100,0,2000,39,2,11.0000
305,100,0,2000,56,6,2.0000
305,100,1,2001,30,1,18.0000
332,100,1,2001,28,4,34.0000
332,100,1,2001,30,5,16.0000
332,100,1,2001,37,3,88.0000
332,100,1,2001,38,10,210.0000
332,100,1,2001,48,7,9.1896
332,100,1,2002,36,9,27.0000
332,100,1,2002,39,2,11.0000
332,100,1,2006,36,7,29.0000
355,100,0,2004,29,3,19.0000
355,100,0,2004,31,2,0.7917
355,100,0,2004,40,9,3.1486
355,100,0,2004,41,7,0.2569
355,100,0,2004,42,5,1.0208
355,100,0,2004,43,8,4.4000
355,100,0,2004,44,5,9.7907
355,100,0,2004,46,9,7.6773
355,100,0,2004,47,8,1.5096
355,100,0,2004,52,9,21.0000
355,100,0,2004,53,5,0.7241
355,100,0,2004,54,10,5.0000
355,100,0,2004,55,10,0.1724
355,100,0,2004,56,7,3.0000
355,100,0,2004,57,3,0.5553
355,100,0,2005,29,7,16.0000
355,100,0,2005,31,5,0.7273
355,100,0,2005,39,3,11.0000
355,100,0,2005,41,7,0.2633
355,100,0,2005,42,10,1.1053
355,100,0,2005,43,8,4.0526
355,100,0,2005,47,9,1.5882
355,100,1,2006,15,10,12.0000
355,100,1,2006,28,1,35.0000
355,100,1,2006,29,9,16.0000
355,100,1,2006,31,9,0.6667
355,100,1,2006,34,8,232.0000
355,100,1,2006,35,9,959.0000
355,100,1,2006,42,6,1.1078
355,100,1,2006,43,5,3.9565
355,100,1,2006,44,9,10.5129
355,100,1,2006,47,3,1.7845
355,100,1,2006,54,1,9.0000
355,100,1,2006,55,1,0.2571
355,100,1,2006,56,2,4.0000
355,100,1,2007,15,3,16.0000
355,100,1,2007,28,2,34.0000
355,100,1,2007,29,7,15.0000
355,100,1,2007,34,3,236.0000
355,100,1,2007,35,2,969.0000
355,100,1,2007,42,9,1.1568
355,100,1,2007,43,6,3.9783
355,100,1,2007,44,7,10.6398
355,100,1,2007,47,1,1.7542
355,100,1,2007,52,6,23.0000
355,100,1,2007,57,1,0.6085
355,100,1,2007,59,7,5.4015
355,100,1,2008,28,1,34.0000
355,100,1,2008,29,3,17.0000
355,100,1,2008,31,2,0.7391
355,100,1,2008,34,5,237.0000
355,100,1,2008,35,4,959.0000
355,100,1,2008,40,6,2.7722
355,100,1,2008,44,10,10.4051
355,100,1,2008,47,8,1.9747
355,100,1,2008,52,4,24.0000
355,100,1,2008,53,10,0.7059
355,100,1,2008,54,10,5.0000
355,100,1,2008,56,8,2.0000
355,100,1,2009,28,7,33.0000
355,100,1,2009,30,6,16.0000
355,100,1,2009,36,5,29.0000
355,100,1,2009,47,8,2.2013
355,100,1,2009,54,6,5.0000
355,100,1,2009,55,8,0.1515
355,100,1,2010,28,7,33.0000
355,100,1,2011,36,4,31.0000
355,100,1,2012,36,2,33.0000
355,100,1,2013,28,9,32.0000
355,100,1,2013,30,1,19.0000
355,100,1,2013,36,5,29.0000
355,100,1,2013,57,3,0.5809
366,100,1,2000,30,8,14.0000
366,100,1,2000,36,3,35.0000
375,100,1,2000,15,3,14.0000
375,100,1,2000,36,2,36.0000
375,100,1,2000,37,10,81.0000
375,100,1,2001,57,10,0.5559
375,100,1,2002,30,2,16.0000
375,100,1,2002,41,10,0.2642
399,100,1,2001,2,2,642.0000
401,100,1,2001,13,8,15.0000
401,100,1,2004,13,9,12.0000
401,100,1,2006,13,7,15.0000
449,100,1,2000,0,5,158.0000
449,100,1,2000,1,2,728.0000
449,100,1,2000,3,8,198.0000
449,100,1,2000,5,4,380.0000
449,100,1,2000,8,5,48.0000
449,100,1,2000,9,9,32.0000
449,100,1,2000,10,5,127.0000
449,100,1,2000,11,2,142.0000
449,100,1,2000,12,1,130.0000
449,100,1,2000,13,2,20.0000
449,100,1,2000,17,3,84.0000
449,100,1,2000,18,2,0.3350
449,100,1,2000,19,2,0.4560
449,100,1,2000,20,3,0.6430
449,100,1,2000,21,2,179.8338
449,100,1,2000,22,2,11.5060
449,100,1,2000,23,4,0.3080
449,100,1,2000,24,2,0.4440
449,100,1,2000,25,2,1.0990
449,100,1,2000,26,2,173.6979
449,100,1,2000,58,3,8.1384
449,100,1,2001,0,7,159.0000
449,100,1,2001,1,1,744.0000
449,100,1,2001,4,8,149.0000
449,100,1,2001,5,9,346.0000
449,100,1,2001,8,8,39.0000
449,100,1,2001,10,9,121.0000
449,100,1,2001,11,2,132.0000
449,100,1,2001,12,3,113.0000
449,100,1,2001,14,4,18.0000
449,100,1,2001,17,9,78.0000
449,100,1,2001,19,6,0.4293
449,100,1,2001,21,5,158.9706
449,100,1,2001,22,7,9.8445
449,100,1,2001,24,7,0.4199
449,100,1,2001,25,8,0.9975
449,100,1,2001,26,7,165.5014
449,100,1,2001,58,7,7.6486
449,100,1,2002,0,4,158.0000
449,100,1,2002,1,4,720.0000
449,100,1,2002,5,5,350.0000
449,100,1,2002,8,2,48.0000
449,100,1,2002,10,3,132.0000
449,100,1,2002,11,2,130.0000
449,100,1,2002,12,2,129.0000
449,100,1,2002,16,5,9.0000
449,100,1,2002,17,7,79.0000
449,100,1,2002,19,7,0.4236
449,100,1,2002,20,5,0.6034
449,100,1,2002,21,5,156.2240
449,100,1,2002,22,7,9.7640
449,100,1,2002,23,3,0.3034
449,100,1,2002,24,6,0.4209
449,100,1,2002,25,5,1.0271
449,100,1,2002,26,7,165.0187
449,100,1,2002,58,9,7.2776
449,100,1,2003,0,6,158.0000
449,100,1,2003,1,6,712.0000
449,100,1,2003,4,9,137.0000
449,100,1,2003,13,10,13.0000
449,100,1,2004,4,9,139.0000
449,100,1,2004,16,6,9.0000
506,100,1,2008,13,9,12.0000
517,100,0,2001,56,8,1.0000
517,100,0,2002,30,7,14.0000
641,100,1,2004,18,3,0.3438
641,100,1,2004,19,10,0.4176
641,100,1,2004,20,5,0.6292
641,100,1,2004,22,7,9.7696
641,100,1,2004,23,7,0.2854
641,100,1,2004,24,6,0.4319
641,100,1,2004,25,6,1.0469
641,100,1,2004,26,6,171.8649
641,100,1,2004,58,10,6.8489
709,100,1,2002,45,9,0.6882
709,100,1,2002,57,6,0.5670
709,100,1,2003,39,5,10.0000
709,100,1,2003,57,1,0.6256
709,100,0,2004,30,2,16.0000
709,100,1,2006,30,8,15.0000
709,100,1,2006,57,1,0.5877
709,100,0,2007,37,3,84.0000
709,100,0,2007,41,3,0.2555
711,100,0,2002,0,2,161.0000
711,100,0,2002,16,10,7.0000
711,100,0,2003,0,6,160.0000
711,100,1,2004,16,3,10.0000
847,100,1,2005,16,4,8.0000
848,100,1,2000,4,10,128.0000
858,100,1,2002,23,10,0.2733
858,100,1,2003,13,8,14.0000
858,100,0,2004,4,1,200.0000
858,100,0,2004,12,1,103.0000
861,100,1,2000,6,5,47.0000
861,100,1,2000,12,9,96.0000
861,100,1,2000,13,5,18.0000
861,100,1,2000,19,7,0.4172
861,100,0,2004,16,10,8.0000
861,100,0,2005,6,7,43.0000
861,100,0,2005,16,1,12.0000
861,100,1,2007,6,9,43.0000
862,100,1,2000,12,10,91.0000
875,100,1,2002,2,7,636.0000
875,100,1,2002,3,10,198.0000
875,100,1,2002,5,5,350.0000
875,100,1,2002,8,10,36.0000
875,100,1,2003,3,10,197.0000
875,100,1,2003,5,8,330.0000
875,100,1,2003,18,8,0.3362
875,100,1,2003,20,10,0.5631
875,100,1,2004,2,9,630.0000
875,100,1,2004,3,1,241.0000
875,100,1,2004,5,2,390.0000
875,100,1,2004,10,4,131.0000
875,100,1,2004,11,2,129.0000
875,100,1,2004,17,6,77.0000
875,100,1,2004,18,1,0.3825
875,100,1,2004,19,7,0.4279
875,100,1,2004,20,6,0.6190
875,100,1,2004,21,2,166.5385
875,100,1,2004,22,4,11.0752
875,100,1,2004,24,4,0.4390
875,100,1,2004,25,5,1.0470
875,100,1,2004,26,4,179.8605
875,100,1,2004,58,1,10.6533
875,100,0,2005,13,6,13.0000
875,100,0,2005,58,6,6.3225
875,100,0,2006,0,9,156.0000
875,100,0,2006,2,7,641.0000
875,100,0,2006,4,10,126.0000
875,100,0,2006,6,9,44.0000
875,100,0,2012,2,10,630.0000
875,100,0,2012,3,6,190.0000
875,100,0,2012,5,4,353.0000
875,100,0,2012,6,10,37.0000
875,100,0,2012,8,2,42.0000
875,100,0,2012,10,2,132.0000
875,100,0,2012,11,8,100.0000
875,100,0,2012,17,5,79.0000
875,100,0,2012,20,5,0.5603
875,100,0,2012,23,6,0.2587
875,100,0,2012,24,9,0.3753
875,100,0,2012,25,10,0.8926
875,100,0,2012,58,9,6.4837
875,100,0,2013,0,2,160.0000
875,100,0,2013,1,10,707.0000
875,100,0,2013,2,5,653.0000
875,100,0,2013,3,6,195.0000
875,100,0,2013,5,5,331.0000
875,100,0,2013,8,10,33.0000
875,100,0,2013,10,1,133.0000
875,100,0,2013,16,9,7.0000
875,100,0,2013,17,5,68.0000
875,100,0,2013,58,6,6.7674
875,100,0,2014,13,10,11.0000
875,100,0,2016,16,9,7.0000
876,100,0,2001,0,10,156.0000
876,100,0,2001,1,6,714.0000
876,100,0,2001,2,9,639.0000
876,100,0,2001,3,3,213.0000
876,100,0,2001,5,4,354.0000
876,100,0,2001,7,9,6.0000
876,100,0,2001,9,10,33.0000
876,100,0,2001,11,6,119.0000
876,100,0,2001,17,10,69.0000
876,100,0,2001,18,3,0.3333
876,100,0,2001,20,10,0.5540
876,100,0,2001,21,5,142.7411
876,100,0,2001,22,7,8.5077
876,100,0,2001,24,5,0.3971
876,100,0,2001,25,10,0.9467
876,100,0,2001,26,8,148.1787
876,100,0,2001,58,2,8.6984
876,100,0,2002,0,2,161.0000
876,100,0,2002,1,7,722.0000
876,100,0,2002,5,8,341.0000
876,100,0,2002,7,10,7.0000
876,100,0,2002,8,10,36.0000
876,100,0,2002,9,1,56.0000
876,100,0,2002,10,10,112.0000
876,100,0,2002,11,1,138.0000
876,100,0,2002,12,7,93.0000
876,100,0,2002,16,6,8.0000
876,100,0,2002,17,10,72.0000
876,100,0,2002,19,7,0.3947
876,100,0,2002,20,9,0.5509
876,100,0,2002,21,2,150.9201
876,100,0,2002,22,2,9.0956
876,100,0,2002,24,5,0.3989
876,100,0,2002,25,8,0.9456
876,100,0,2002,26,10,146.3784
876,100,0,2002,58,1,9.8001
876,100,0,2003,5,9,327.0000
876,100,0,2003,8,10,36.0000
876,100,0,2003,9,1,60.0000
876,100,0,2003,11,5,112.0000
876,100,0,2003,13,4,12.0000
876,100,0,2003,18,3,0.3250
876,100,0,2003,19,5,0.3981
876,100,0,2003,20,3,0.5839
876,100,0,2003,21,2,143.8959
876,100,0,2003,22,1,9.9620
876,100,0,2003,23,4,0.2589
876,100,0,2003,24,3,0.4031
876,100,0,2003,25,3,0.9820
876,100,0,2003,26,3,152.3419
876,100,0,2003,58,1,9.3261
876,100,1,2004,7,8,7.0000
876,100,1,2004,9,9,33.0000
876,100,1,2005,3,10,188.0000
876,100,1,2005,5,4,337.0000
876,100,1,2005,7,9,6.0000
876,100,1,2005,8,4,37.0000
876,100,1,2005,9,10,31.0000
876,100,1,2005,10,2,130.0000
876,100,1,2005,11,5,111.0000
876,100,1,2005,16,1,9.0000
876,100,1,2005,17,8,69.0000
876,100,1,2005,18,10,0.3149
876,100,1,2005,20,6,0.5645
876,100,1,2005,21,7,135.8935
876,100,1,2005,22,7,8.4348
876,100,1,2005,23,6,0.2496
876,100,1,2005,24,6,0.3945
876,100,1,2005,25,7,0.9516
876,100,1,2005,26,6,153.5317
876,100,1,2005,58,1,8.4468
876,100,1,2006,5,10,344.0000
876,100,1,2006,8,7,41.0000
876,100,1,2006,17,8,84.0000
876,100,1,2006,20,7,0.6003
876,100,1,2006,22,9,8.8171
876,100,1,2006,23,6,0.2967
876,100,1,2006,24,8,0.4085
876,100,1,2006,25,10,0.9864
876,100,1,2006,26,6,157.9546
876,100,1,2006,58,4,8.5715
876,100,1,2007,8,6,41.0000
876,100,1,2007,10,4,125.0000
876,100,1,2007,11,6,121.0000
876,100,1,2007,23,8,0.2666
876,100,1,2007,58,3,8.7149
876,100,1,2008,0,2,159.0000
876,100,1,2008,1,10,694.0000
876,100,1,2008,2,8,621.0000
876,100,1,2008,3,7,192.0000
876,100,1,2008,5,9,315.0000
876,100,1,2008,6,4,44.0000
876,100,1,2008,10,1,142.0000
876,100,1,2008,17,9,71.0000
876,100,1,2008,21,10,122.6697
876,100,1,2008,58,3,7.9474
876,100,1,2011,16,4,8.0000
876,100,1,2012,5,2,345.0000
876,100,1,2012,8,1,42.0000
876,100,1,2012,10,2,112.0000
876,100,1,2012,11,5,109.0000
876,100,1,2012,16,5,8.0000
876,100,1,2012,17,1,81.0000
876,100,1,2012,18,8,0.3150
876,100,1,2012,20,2,0.6106
876,100,1,2012,21,4,125.7700
876,100,1,2012,22,4,8.2824
876,100,1,2012,23,2,0.2956
876,100,1,2012,24,3,0.4092
876,100,1,2012,25,4,0.9796
876,100,1,2012,26,2,173.1120
876,100,1,2012,58,4,7.2854
876,100,1,2013,5,8,299.0000
876,100,1,2013,8,4,31.0000
876,100,1,2013,10,6,106.0000
876,100,1,2013,17,5,68.0000
876,100,1,2013,23,7,0.2251
876,100,0,2015,6,3,47.0000
876,100,0,2015,18,10,0.3048
876,100,0,2016,6,10,38.0000
878,100,1,2001,33,7,17.0000
878,100,0,2003,33,10,13.0000
878,100,1,2004,27,1,81.0000
878,100,1,2004,33,3,18.0000
878,100,1,2004,50,1,81.0000
880,100,1,2000,11,10,119.0000
880,100,1,2000,26,10,149.1186
887,100,1,2000,37,5,93.0000
892,100,1,2000,27,6,71.0000
892,100,1,2000,32,7,33.0000
892,100,1,2000,50,6,71.0000
892,100,1,2000,51,6,58.0000
892,100,1,2001,32,7,39.0000
892,100,1,2001,51,9,56.0000
892,100,1,2002,27,9,69.0000
892,100,1,2002,39,5,10.0000
892,100,1,2002,50,9,69.0000
892,100,1,2002,51,4,63.0000
892,100,1,2004,27,6,73.0000
892,100,1,2004,32,2,42.0000
892,100,1,2004,50,6,73.0000
892,100,1,2004,51,2,64.0000
910,100,1,2000,52,9,22.0000
910,100,1,2003,56,10,1.0000
910,100,1,2004,30,9,15.0000
910,100,1,2004,54,6,5.0000
910,100,1,2004,55,7,0.1613
910,100,1,2004,57,6,0.5696
910,100,1,2005,29,9,15.0000
910,100,1,2005,31,5,0.7143
910,100,1,2005,39,5,8.0000
910,100,1,2005,52,8,23.0000
910,100,1,2005,53,3,0.8214
910,100,1,2005,54,9,5.0000
910,100,1,2005,55,7,0.1786
910,100,0,2006,30,8,13.0000
910,100,0,2006,36,6,34.0000
910,100,0,2006,37,4,73.0000
910,100,0,2006,57,7,0.5397
925,100,1,2000,54,6,6.0000
925,100,1,2000,56,2,5.0000
925,100,1,2001,37,5,78.0000
925,100,1,2001,56,3,3.0000
937,100,1,2001,7,1,13.0000
948,100,1,2001,6,2,48.0000
948,100,1,2001,10,4,140.0000
948,100,1,2001,11,10,114.0000
948,100,1,2001,12,8,95.0000
948,100,1,2001,16,2,11.0000
948,100,1,2001,17,3,88.0000
948,100,1,2001,20,8,0.5786
948,100,1,2001,23,7,0.2850
948,100,1,2002,0,4,158.0000
948,100,1,2002,12,5,115.0000
948,100,1,2002,14,6,13.0000
948,100,1,2002,18,9,0.3267
948,100,1,2002,19,4,0.4511
948,100,1,2002,20,9,0.5704
948,100,1,2002,21,6,150.3563
948,100,1,2002,22,4,10.3827
948,100,1,2002,24,4,0.4279
948,100,1,2002,25,6,1.0215
948,100,1,2002,26,5,169.7529
948,100,1,2003,12,5,106.0000
948,100,1,2003,13,4,16.0000
948,100,1,2003,14,9,12.0000
948,100,1,2003,16,6,8.0000
948,100,1,2004,0,4,158.0000
948,100,1,2004,5,8,327.0000
948,100,1,2004,8,6,43.0000
948,100,1,2004,10,8,120.0000
948,100,1,2004,11,4,123.0000
948,100,1,2004,12,3,124.0000
948,100,1,2004,13,1,20.0000
948,100,1,2004,19,5,0.4406
948,100,1,2004,20,10,0.5829
948,100,1,2004,21,5,149.9897
948,100,1,2004,22,6,9.9015
948,100,1,2004,23,9,0.2763
948,100,1,2004,24,9,0.4173
948,100,1,2004,25,7,1.0235
948,100,1,2004,26,8,162.5315
948,100,1,2005,12,8,90.0000
948,100,1,2005,13,2,19.0000
948,100,1,2005,19,9,0.4013
948,100,1,2006,12,9,88.0000
948,100,1,2006,13,7,15.0000
948,100,1,2007,12,7,90.0000
948,100,1,2007,16,8,9.0000
948,100,1,2008,0,9,156.0000
948,100,1,2008,12,1,106.0000
948,100,1,2008,13,2,15.0000
948,100,1,2008,19,9,0.3927
948,100,1,2009,12,8,93.0000
948,100,1,2009,13,3,15.0000
948,100,1,2011,12,9,80.0000
955,100,0,2003,39,10,9.0000
1015,100,1,2003,32,6,36.0000
1015,100,1,2003,51,9,55.0000
1025,100,1,2000,14,3,15.0000
1025,100,1,2001,1,2,739.0000
1025,100,1,2001,2,3,641.0000
1025,100,1,2001,6,4,45.0000
1025,100,1,2001,11,7,120.0000
1025,100,1,2001,14,1,37.0000
1025,100,1,2002,14,1,25.0000
1025,100,1,2003,1,7,709.0000
1025,100,1,2003,2,5,626.0000
1025,100,1,2003,6,5,45.0000
1025,100,1,2003,14,1,26.0000
1025,100,1,2004,2,6,637.0000
1025,100,1,2004,6,10,43.0000
1025,100,1,2004,14,5,17.0000
1101,100,0,2004,4,5,133.0000
1101,100,0,2004,14,6,14.0000
1101,100,0,2007,4,8,136.0000
1110,100,0,2004,15,6,9.0000
1166,100,1,2001,14,9,12.0000
1187,100,1,2002,33,3,20.0000
1228,100,1,2000,5,8,342.0000
1228,100,1,2000,8,1,59.0000
1228,100,1,2000,10,9,122.0000
1228,100,1,2000,11,4,130.0000
1228,100,1,2000,12,4,123.0000
1228,100,1,2000,13,10,14.0000
1228,100,1,2000,17,8,78.0000
1228,100,1,2000,19,6,0.4195
1228,100,1,2000,20,2,0.6564
1228,100,1,2000,21,8,150.6699
1228,100,1,2000,22,5,10.2729
1228,100,1,2000,23,1,0.3762
1228,100,1,2000,24,5,0.4305
1228,100,1,2000,25,3,1.0759
1228,100,1,2000,26,3,171.4772
1228,100,1,2000,58,7,7.6351
1228,100,1,2001,8,7,41.0000
1228,100,1,2001,11,5,123.0000
1228,100,1,2001,12,1,148.0000
1228,100,1,2001,19,2,0.4580
1228,100,1,2001,20,9,0.5763
1228,100,1,2001,21,6,152.5932
1228,100,1,2001,22,4,10.6186
1228,100,1,2001,23,9,0.2712
1228,100,1,2001,24,5,0.4292
1228,100,1,2001,25,6,1.0342
1228,100,1,2001,26,4,178.4681
1228,100,1,2001,58,6,7.9337
1228,100,1,2002,8,4,45.0000
1228,100,1,2002,10,9,116.0000
1228,100,1,2002,11,5,123.0000
1228,100,1,2002,12,1,157.0000
1228,100,1,2002,13,2,19.0000
1228,100,1,2002,18,4,0.3402
1228,100,1,2002,19,1,0.5076
1228,100,1,2002,20,1,0.6743
1228,100,1,2002,21,3,177.2596
1228,100,1,2002,22,1,14.1598
1228,100,1,2002,23,1,0.3340
1228,100,1,2002,24,1,0.4754
1228,100,1,2002,25,1,1.1819
1228,100,1,2002,26,1,206.6436
1228,100,1,2002,58,1,9.5325
1228,100,1,2003,5,3,362.0000
1228,100,1,2003,8,3,49.0000
1228,100,1,2003,10,5,121.0000
1228,100,1,2003,11,3,132.0000
1228,100,1,2003,12,1,139.0000
1228,100,1,2003,13,2,19.0000
1228,100,1,2003,16,6,8.0000
1228,100,1,2003,17,3,87.0000
1228,100,1,2003,18,3,0.3690
1228,100,1,2003,19,1,0.5103
1228,100,1,2003,20,1,0.7589
1228,100,1,2003,21,2,195.3530
1228,100,1,2003,22,1,16.3298
1228,100,1,2003,23,1,0.3899
1228,100,1,2003,24,1,0.4970
1228,100,1,2003,25,1,1.2692
1228,100,1,2003,26,1,220.9243
1228,100,1,2003,58,2,10.9794
1228,100,1,2004,5,9,315.0000
1228,100,1,2004,8,3,46.0000
1228,100,1,2004,10,10,116.0000
1228,100,1,2004,11,2,129.0000
1228,100,1,2004,12,2,133.0000
1228,100,1,2004,18,10,0.3224
