team_id,year,league_id,sub_league_id,division_id,level_id,split_id,ab,ip,bf,tb,ha,k,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,r9,avg,obp,slg,ops,h9,k9,hr9,bb9,cgp,fip,qsp,winp,rsg,svp,bsvp,gfp,era,pig,ws,whip,gbfbp,kbb,babip
1,2010,100,0,2,1,0,5622,1456,6221,0,1451,1073,490,489,737,681,1562,1539,23030,1,162,162,78,84,46,958,308,13,41,22,163,2,2,13,47,54,144,128,83,61,15,302,18,13,75,23,17,12.3227,0.2581,0.3213,0.4077,0.7290,8.9670,6.6310,1.0073,3.0220,0.1111,0.0000,0.5123,0.4815,3.0247,0.7541,0.2459,0.4768,4.2085,140.4268,0.0000,1.3321,0.5037,2.1943,0.2909
1,2011,100,0,2,1,0,5630,1464,6184,0,1386,1045,506,458,642,594,1646,1528,22665,2,162,162,84,78,45,927,298,18,28,20,141,5,1,39,52,49,146,106,102,63,16,348,16,11,110,32,47,11.6320,0.2462,0.3071,0.3813,0.6884,8.5166,6.4213,0.8664,2.8143,0.0988,0.0000,0.6296,0.5185,3.1235,0.7377,0.2540,0.4195,3.6500,139.0491,0.0000,1.2590,0.5186,2.2817,0.2784
1,2012,100,0,2,1,0,5591,1469,6215,0,1362,1189,588,511,717,657,1489,1530,23138,1,162,162,85,77,45,870,280,13,37,39,173,2,0,45,50,63,147,129,98,58,13,374,15,9,63,37,43,11.8584,0.2436,0.3122,0.4005,0.7126,8.3426,7.2829,1.0597,3.1300,0.0926,0.0000,0.6049,0.5247,3.6296,0.7759,0.2241,0.3930,4.0243,141.9509,0.0000,1.2747,0.4932,2.3268,0.2787
1,2013,100,0,2,1,0,5548,1475,6115,0,1284,1287,560,464,598,550,1537,1411,22891,2,162,162,89,73,39,862,266,12,39,21,135,2,0,43,67,52,144,144,100,58,16,362,18,16,47,21,27,10.9781,0.2314,0.2949,0.3599,0.6549,7.8310,7.8493,0.8234,2.8299,0.1111,0.0000,0.6173,0.5494,3.4568,0.7091,0.2759,0.3978,3.3544,139.5793,0.0000,1.1845,0.5214,2.7737,0.2759
1,2014,100,0,2,1,0,5618,1466,6247,0,1372,1325,528,490,607,548,1458,1436,23232,0,162,162,88,74,53,976,255,12,41,31,110,4,1,49,45,85,153,124,101,67,12,393,9,12,63,17,44,11.9529,0.2442,0.3123,0.3594,0.6717,8.4229,8.1344,0.6753,3.0082,0.0556,0.0000,0.6235,0.5432,3.2593,0.8154,0.1791,0.3893,3.3643,139.9518,0.0000,1.2701,0.5038,2.7041,0.2988
1,2015,100,0,2,1,0,5565,1461,6113,0,1329,1278,569,447,647,613,1475,1450,22970,1,162,162,84,78,47,843,285,4,35,25,176,4,0,36,58,62,144,128,104,62,15,387,18,12,57,24,54,11.3198,0.2388,0.3009,0.3939,0.6948,8.1850,7.8709,1.0839,2.7530,0.1111,0.0000,0.6420,0.5185,3.5123,0.7581,0.2419,0.3721,3.7753,139.2121,0.0000,1.2153,0.5043,2.8591,0.2781
1,2016,100,0,2,1,0,5508,1434,6068,0,1371,1243,492,466,708,671,1561,1303,22711,2,162,162,75,87,46,870,260,11,36,32,209,8,1,37,52,46,154,133,87,63,14,401,8,4,101,30,59,11.8125,0.2489,0.3109,0.4216,0.7325,8.6006,7.7976,1.3111,2.9233,0.0494,0.0000,0.5370,0.4630,3.0370,0.7667,0.2222,0.3840,4.2093,138.4817,0.0000,1.2804,0.5450,2.6674,0.2840
1,2017,100,0,2,1,0,5657,1478,6280,0,1376,1335,556,497,703,651,1591,1326,23700,2,162,162,90,72,52,909,249,10,39,33,185,2,2,35,61,75,146,125,92,71,19,366,16,6,85,26,57,11.8566,0.2432,0.3108,0.3970,0.7078,8.3751,8.1256,1.1260,3.0250,0.0988,0.0000,0.5679,0.5556,3.4321,0.7324,0.2676,0.3989,3.9624,144.5122,0.0000,1.2667,0.5454,2.6861,0.2852
2,2000,100,0,0,1,0,5667,1440,6470,0,1582,906,531,686,840,775,1612,1573,23060,0,162,162,70,92,35,1053,335,26,54,33,161,4,0,164,62,37,146,150,81,49,14,353,16,7,80,42,43,14.4063,0.2792,0.3577,0.4352,0.7928,9.8875,5.6625,1.0063,4.2875,0.0988,0.0000,0.5000,0.4321,3.2778,0.7143,0.2857,0.4136,4.8438,138.9157,0.0000,1.5750,0.5061,1.3207,0.3053
2,2001,100,0,0,1,0,5668,1437,6485,0,1579,915,518,668,888,824,1625,1545,23257,0,161,161,66,95,41,1011,339,18,53,28,201,5,1,156,53,77,154,137,56,64,21,400,7,4,125,47,42,14.5553,0.2786,0.3594,0.4547,0.8141,9.8894,5.7307,1.2589,4.1837,0.0435,0.0000,0.3478,0.4099,3.2174,0.6613,0.3281,0.3850,5.1608,142.6810,0.0000,1.5637,0.5126,1.3698,0.2992
2,2002,100,0,0,1,0,5632,1460,6366,0,1453,975,500,591,734,689,1612,1600,23076,0,162,162,75,87,48,916,327,26,41,33,177,2,1,140,68,75,152,128,78,59,10,375,10,13,75,43,32,13.0623,0.2580,0.3343,0.4221,0.7563,8.9568,6.0103,1.0911,3.6432,0.0617,0.0000,0.4815,0.4630,3.0864,0.8276,0.1695,0.4053,4.2473,139.8545,0.0000,1.4000,0.5019,1.6497,0.2822
2,2003,100,0,0,1,0,5619,1451,6351,0,1453,1021,567,581,755,702,1613,1517,22954,1,162,162,79,83,48,939,324,19,49,27,163,2,0,119,48,83,152,126,89,56,8,351,10,7,77,37,42,13.1279,0.2586,0.3343,0.4129,0.7472,9.0103,6.3314,1.0108,3.6029,0.0617,0.0000,0.5494,0.4877,3.5000,0.8571,0.1429,0.4330,4.3532,139.9634,0.0000,1.4015,0.5153,1.7573,0.2877
2,2004,100,0,0,1,0,5539,1461,6395,0,1369,1116,566,727,754,694,1558,1485,23993,1,162,162,89,73,48,923,274,22,47,20,152,4,0,90,61,60,154,145,85,65,16,400,8,12,75,52,64,13.2783,0.2472,0.3383,0.3862,0.7245,8.4313,6.8732,0.9361,4.4774,0.0494,0.0000,0.5247,0.5494,3.4938,0.7500,0.2462,0.3850,4.2742,145.4121,0.0000,1.4343,0.5120,1.5351,0.2818
2,2005,100,0,0,1,0,5655,1453,6383,0,1490,1089,519,608,780,733,1557,1512,23370,0,162,162,82,80,53,1012,293,24,49,31,154,4,1,101,42,46,153,123,87,68,12,411,9,13,109,43,48,13.2801,0.2635,0.3372,0.4080,0.7452,9.2292,6.7454,0.9539,3.7660,0.0556,0.0000,0.5370,0.5062,3.2037,0.8154,0.1765,0.3723,4.5403,142.5000,0.0000,1.4439,0.5073,1.7911,0.2995
2,2006,100,0,0,1,0,5649,1444,6421,0,1544,1116,468,669,880,813,1512,1457,23423,0,162,162,73,89,45,1019,296,16,37,32,197,5,2,117,42,48,150,172,73,65,19,424,12,5,94,40,43,14.0921,0.2733,0.3531,0.4417,0.7948,9.6233,6.9557,1.2278,4.1697,0.0741,0.0000,0.4506,0.4506,2.8889,0.7031,0.2923,0.3538,5.0672,141.1024,0.0000,1.5325,0.5093,1.6682,0.3080
2,2007,100,0,0,1,0,5725,1460,6458,0,1555,1064,608,585,811,756,1506,1597,24086,1,162,162,83,79,42,1039,312,18,51,20,184,4,1,35,64,78,153,138,78,67,22,406,9,5,92,41,65,13.6695,0.2716,0.3445,0.4295,0.7740,9.5834,6.5574,1.1340,3.6053,0.0556,0.0000,0.4815,0.5123,3.7531,0.6563,0.3284,0.3768,4.6592,146.8659,0.0000,1.4654,0.4853,1.8188,0.3028
2,2008,100,0,0,1,0,5746,1436,6564,0,1658,936,519,649,1000,922,1583,1567,24176,0,161,161,64,97,33,1097,342,30,58,19,200,6,0,32,86,81,157,141,64,54,21,451,4,7,128,34,58,14.9666,0.2885,0.3655,0.4591,0.8246,10.3914,5.8663,1.2535,4.0675,0.0248,0.0000,0.3975,0.3975,3.2236,0.6111,0.3889,0.3481,5.7786,147.4146,0.0000,1.6065,0.5025,1.4422,0.3123
2,2009,100,0,0,1,0,5685,1425,6427,0,1668,912,414,618,979,925,1563,1555,23973,0,162,162,57,105,31,1113,299,16,59,36,220,4,1,31,43,48,156,160,47,57,24,441,6,3,131,35,52,14.7411,0.2934,0.3641,0.4748,0.8389,10.5347,5.7600,1.3895,3.9032,0.0370,0.0000,0.2901,0.3519,2.5556,0.5636,0.4211,0.3537,5.8421,145.2909,0.0000,1.6042,0.5013,1.4757,0.3140
2,2010,100,0,0,1,0,5732,1455,6445,0,1576,975,470,602,825,775,1612,1559,23720,2,162,162,67,95,29,1064,302,16,46,32,178,3,1,88,32,48,156,146,69,46,17,466,6,11,50,26,42,13.7628,0.2749,0.3463,0.4320,0.7783,9.7440,6.0282,1.1005,3.7220,0.0370,0.0000,0.4259,0.4136,2.9012,0.6304,0.3696,0.3348,4.7916,142.8916,0.0000,1.4962,0.5084,1.6196,0.3023
2,2011,100,0,0,1,0,5791,1439,6439,0,1642,1039,459,516,916,853,1550,1553,23802,2,162,162,60,102,37,1058,312,19,56,34,238,8,1,20,60,56,159,118,73,59,20,465,3,5,49,23,48,13.8407,0.2835,0.3449,0.4725,0.8174,10.2649,6.4953,1.4878,3.2257,0.0185,0.0000,0.4506,0.3704,2.8333,0.6491,0.3390,0.3419,5.3325,146.0245,0.0000,1.4990,0.4995,2.0136,0.3072
2,2012,100,0,0,1,0,5694,1460,6335,0,1526,1175,458,532,803,767,1518,1475,24090,1,162,162,66,96,42,1046,263,8,47,23,194,3,2,17,38,52,156,152,62,65,22,453,6,8,59,23,50,13.0039,0.2680,0.3336,0.4245,0.7581,9.4047,7.2415,1.1956,3.2787,0.0370,0.0000,0.3827,0.4074,2.8272,0.6563,0.3385,0.3444,4.7270,147.7914,0.0000,1.4093,0.5072,2.2086,0.3047
2,2013,100,0,0,1,0,5632,1473,6177,0,1422,1221,559,430,665,630,1560,1448,23155,1,162,162,95,67,52,949,276,17,43,28,169,4,4,23,58,51,145,136,100,67,15,414,17,14,47,19,48,11.6247,0.2525,0.3091,0.4015,0.7106,8.6864,7.4586,1.0324,2.6267,0.1049,0.0000,0.6173,0.5864,3.4506,0.7761,0.2239,0.3502,3.8484,142.0552,0.0000,1.2570,0.5186,2.8395,0.2924
2,2014,100,0,0,1,0,5640,1488,6185,0,1352,1327,571,433,615,574,1519,1423,23297,0,162,162,100,62,55,938,214,8,42,36,164,3,0,19,53,62,152,136,106,74,16,395,10,13,67,19,50,11.1714,0.2397,0.2990,0.3777,0.6767,8.1774,8.0262,0.9919,2.6190,0.0617,0.0000,0.6543,0.6173,3.5247,0.7746,0.2162,0.3848,3.4718,142.9264,0.0000,1.1996,0.5163,3.0647,0.2835
2,2015,100,0,0,1,0,5598,1465,6139,0,1363,1325,475,445,677,630,1504,1381,23127,1,162,162,87,75,50,892,262,9,38,22,187,4,0,18,56,49,153,124,82,64,14,428,9,7,60,25,51,11.4056,0.2435,0.3029,0.3984,0.7013,8.3715,8.1381,1.1485,2.7332,0.0556,0.0000,0.5062,0.5370,2.9321,0.7813,0.2188,0.3575,3.8694,141.0183,0.0000,1.2338,0.5213,2.9775,0.2852
2,2016,100,0,0,1,0,5634,1458,6267,0,1465,1257,545,534,735,711,1536,1384,23443,2,162,162,87,75,48,936,307,11,45,31,191,3,1,25,52,42,154,134,87,66,17,441,8,3,84,27,64,12.5930,0.2600,0.3263,0.4272,0.7535,9.0391,7.7557,1.1785,3.2948,0.0494,0.0000,0.5370,0.5370,3.3642,0.7385,0.2576,0.3492,4.3869,144.7099,0.0000,1.3704,0.5260,2.3539,0.3011
2,2017,100,0,0,1,0,5628,1444,6213,0,1442,1354,576,484,759,710,1506,1300,23514,1,162,162,81,81,44,932,252,9,34,36,222,6,0,28,76,58,155,100,84,63,17,338,7,6,95,37,38,12.3628,0.2562,0.3198,0.4321,0.7519,8.9855,8.4371,1.3833,3.0159,0.0432,0.0000,0.5185,0.5000,3.5556,0.7213,0.2698,0.4586,4.4242,145.1481,0.0000,1.3335,0.5367,2.7975,0.2986
3,2000,100,0,0,1,0,5689,1452,6360,0,1516,1079,567,536,809,736,1570,1507,23590,1,162,162,91,71,49,996,321,27,43,31,168,3,1,21,43,64,150,136,71,76,23,407,12,13,85,42,59,13.1127,0.2665,0.3342,0.4224,0.7566,9.3945,6.6865,1.0411,3.3216,0.0741,0.0000,0.4383,0.5617,3.5000,0.6806,0.3026,0.3686,4.5609,143.8415,0.0000,1.4129,0.5102,2.0131,0.3006
3,2001,100,0,0,1,0,5742,1466,6392,0,1526,1125,545,489,824,741,1546,1517,23475,2,161,161,81,80,50,1012,316,20,56,28,170,1,1,24,34,84,149,125,78,69,17,381,12,6,137,51,43,12.8802,0.2658,0.3295,0.4194,0.7488,9.3641,6.9034,1.0432,3.0007,0.0745,0.0000,0.4845,0.5031,3.3851,0.7463,0.2464,0.3911,4.5470,144.0184,0.0000,1.3739,0.5047,2.3006,0.3011
3,2002,100,0,0,1,0,5564,1459,6149,0,1371,1183,647,449,670,603,1648,1335,22667,1,162,162,106,56,57,921,284,23,34,28,138,5,1,21,42,78,139,134,91,70,11,303,23,7,98,46,29,11.7053,0.2464,0.3099,0.3819,0.6918,8.4552,7.2958,0.8511,2.7691,0.1420,0.0000,0.5617,0.6543,3.9938,0.8382,0.1571,0.4587,3.7188,139.0613,0.0000,1.2471,0.5525,2.6347,0.2883
3,2003,100,0,0,1,0,5642,1449,6182,0,1475,1133,708,396,787,718,1611,1374,22637,0,162,162,90,72,40,1003,264,17,38,27,181,4,1,16,41,88,139,141,87,55,13,267,23,3,105,52,24,12.1677,0.2614,0.3178,0.4140,0.7319,9.1615,7.0373,1.1242,2.4596,0.1420,0.0000,0.5370,0.5556,4.3704,0.7547,0.2364,0.5206,4.4596,138.8773,0.0000,1.2912,0.5397,2.8611,0.2964
3,2004,100,0,0,1,0,5652,1465,6193,0,1401,1203,729,408,700,650,1531,1491,22927,1,162,162,101,61,48,927,278,10,43,33,163,4,2,12,39,78,134,117,106,60,11,290,28,9,78,38,40,11.5899,0.2479,0.3053,0.3953,0.7005,8.6049,7.3888,1.0011,2.5059,0.1728,0.0000,0.6543,0.6235,4.5000,0.8136,0.1833,0.4621,3.9923,139.7988,0.0000,1.2345,0.5066,2.9485,0.2860
3,2005,100,0,0,1,0,5708,1460,6220,0,1503,938,648,368,741,679,1610,1630,22372,2,162,162,83,79,47,1006,278,18,46,32,187,3,4,25,55,76,139,146,80,63,15,351,23,5,93,32,33,11.9966,0.2633,0.3141,0.4215,0.7356,9.2608,5.7796,1.1522,2.2675,0.1420,0.0000,0.4938,0.5123,4.0000,0.7581,0.2381,0.3960,4.1837,133.9641,0.0000,1.2809,0.4969,2.5489,0.2843
3,2006,100,0,0,1,0,5656,1439,6282,0,1545,1042,658,484,803,743,1492,1580,23210,2,162,162,91,71,54,1060,254,16,49,37,194,3,1,9,66,76,146,147,82,70,12,386,16,7,90,31,46,13.1593,0.2732,0.3360,0.4341,0.7700,9.6585,6.5140,1.2128,3.0257,0.0988,0.0000,0.5062,0.5617,4.0617,0.8182,0.1714,0.3782,4.6448,138.9820,0.0000,1.4094,0.4857,2.1529,0.3023
3,2007,100,0,0,1,0,5651,1450,6217,0,1486,1191,592,429,724,667,1514,1456,22968,1,162,162,87,75,46,1013,292,19,45,26,155,2,0,17,53,73,144,117,78,54,6,334,18,9,119,45,26,12.3365,0.2630,0.3207,0.4061,0.7269,9.2213,7.3907,0.9618,2.6621,0.1111,0.0000,0.4815,0.5370,3.6543,0.8846,0.1111,0.4311,4.1390,138.3614,0.0000,1.3204,0.5098,2.7762,0.3060
3,2008,100,0,0,1,0,5762,1482,6401,0,1527,1267,731,492,761,695,1486,1486,23757,0,162,162,102,60,46,1011,322,22,51,27,167,1,0,15,67,74,144,131,83,69,22,372,18,5,98,39,47,12.7105,0.2650,0.3281,0.4172,0.7453,9.2733,7.6943,1.0142,2.9879,0.1111,0.0000,0.5123,0.6296,4.5123,0.6765,0.3188,0.3871,4.2206,144.8598,0.0000,1.3623,0.5000,2.5752,0.3106
3,2009,100,0,0,1,0,5643,1472,6334,0,1443,1261,634,572,692,651,1474,1465,23780,2,163,163,97,66,46,1001,266,19,45,16,160,10,3,34,41,52,146,137,97,63,16,398,17,11,94,35,44,12.6322,0.2557,0.3275,0.3936,0.7211,8.8187,7.7064,0.9778,3.4957,0.1043,0.0000,0.5951,0.5951,3.8896,0.7419,0.2540,0.3668,3.9785,145.0000,0.0000,1.3683,0.5015,2.2045,0.3007
3,2010,100,0,0,1,0,5681,1458,6382,0,1467,1198,540,575,835,781,1585,1421,23979,2,162,162,75,87,40,975,272,14,50,22,198,3,2,16,65,60,142,113,78,55,15,408,20,6,102,32,53,12.9694,0.2582,0.3302,0.4184,0.7486,9.0514,7.3917,1.2217,3.5478,0.1235,0.0000,0.4815,0.4630,3.3333,0.7273,0.2727,0.3480,4.8188,146.2134,0.0000,1.3999,0.5273,2.0835,0.2927
3,2011,100,0,0,1,0,5549,1437,6191,0,1430,1128,661,509,762,715,1521,1466,23120,1,162,162,86,76,39,930,275,19,38,35,190,8,4,23,54,72,147,133,81,64,24,389,15,9,88,28,47,12.5921,0.2577,0.3260,0.4226,0.7486,8.9541,7.0631,1.1897,3.1872,0.0926,0.0000,0.5000,0.5309,4.0802,0.6190,0.3750,0.3779,4.4770,141.8405,0.0000,1.3490,0.5092,2.2161,0.2905
3,2012,100,0,0,1,0,5664,1450,6346,0,1483,1214,440,557,819,763,1477,1474,23810,0,162,162,67,95,37,967,274,11,39,25,217,3,2,37,58,73,152,124,73,53,15,456,10,7,87,31,48,13.1152,0.2618,0.3336,0.4340,0.7676,9.2048,7.5352,1.3469,3.4572,0.0617,0.0000,0.4506,0.4136,2.7160,0.7115,0.2830,0.3333,4.7359,143.4337,0.0000,1.4069,0.5005,2.1795,0.2963
3,2013,100,0,0,1,0,5583,1451,6161,0,1402,1332,536,491,723,663,1487,1332,23228,0,162,162,80,82,37,959,250,7,32,19,174,11,2,20,41,46,141,134,86,55,17,363,21,14,82,27,37,12.0269,0.2511,0.3152,0.3962,0.7114,8.6961,8.2619,1.0793,3.0455,0.1296,0.0000,0.5309,0.4938,3.3086,0.6852,0.3091,0.3884,4.1123,140.7758,0.0000,1.3046,0.5275,2.7128,0.2989
3,2014,100,0,0,1,0,5652,1456,6204,0,1482,1217,525,434,670,625,1492,1457,23177,2,162,162,89,73,51,1035,267,16,42,22,158,1,3,17,51,57,150,138,87,62,11,398,12,11,68,22,53,12.1902,0.2622,0.3190,0.4011,0.7201,9.1565,7.5192,0.9762,2.6815,0.0741,0.0000,0.5370,0.5494,3.2407,0.8226,0.1774,0.3769,3.8616,140.4667,0.0000,1.3153,0.5059,2.8041,0.3066
3,2015,100,0,0,1,0,5685,1449,6278,0,1522,1275,565,477,723,661,1497,1377,23440,0,162,162,82,80,40,1012,303,7,44,42,165,7,2,31,69,63,151,137,82,58,17,372,11,7,65,29,29,12.8075,0.2677,0.3289,0.4229,0.7518,9.4534,7.9193,1.0248,2.9627,0.0679,0.0000,0.5062,0.5062,3.4877,0.7018,0.2931,0.4059,4.1056,143.8037,0.0000,1.3796,0.5209,2.6730,0.3164
3,2016,100,0,0,1,0,5608,1452,6215,0,1400,1465,678,494,716,655,1473,1239,23303,1,162,162,99,63,55,920,265,9,31,25,190,3,3,90,59,70,154,113,92,72,11,376,8,10,57,34,51,12.1708,0.2496,0.3166,0.4075,0.7241,8.6757,9.0785,1.1774,3.0613,0.0494,0.0000,0.5679,0.6111,4.1852,0.8333,0.1528,0.4096,4.0590,141.2303,0.0000,1.3041,0.5431,2.9656,0.3037
3,2017,100,0,0,1,0,5607,1466,6169,0,1362,1460,721,468,625,582,1517,1246,23071,1,162,162,109,53,51,907,248,10,28,19,188,2,1,87,69,55,139,120,100,68,15,319,23,18,70,22,43,11.5697,0.2429,0.3061,0.3945,0.7006,8.3596,8.9611,1.1539,2.8725,0.1420,0.0000,0.6173,0.6728,4.4506,0.7727,0.2206,0.4357,3.5722,139.8242,0.0000,1.2480,0.5490,3.1197,0.2945
4,2000,100,0,1,1,0,5773,1464,6497,0,1562,1058,743,587,843,767,1566,1548,24076,1,162,162,96,66,48,1052,284,23,50,38,188,5,0,39,51,64,152,138,80,76,22,356,10,6,97,46,34,13.6014,0.2706,0.3418,0.4306,0.7725,9.6003,6.5026,1.1555,3.6078,0.0617,0.0000,0.4938,0.5926,4.5864,0.6857,0.2895,0.4270,4.7141,147.7055,0.0000,1.4676,0.5029,1.8024,0.3002
4,2001,100,0,1,1,0,5653,1453,6226,0,1484,961,672,422,768,690,1627,1570,22560,1,162,162,93,69,50,999,257,19,60,37,191,9,1,30,50,71,151,122,81,70,19,339,11,7,111,42,37,12.2429,0.2625,0.3186,0.4224,0.7410,9.1899,5.9511,1.1828,2.6133,0.0679,0.0000,0.5000,0.5741,4.1481,0.7246,0.2714,0.4454,4.2729,138.4049,0.0000,1.3115,0.5089,2.2773,0.2835
4,2002,100,0,1,1,0,5616,1463,6289,0,1435,977,611,542,774,721,1644,1548,23183,1,162,162,90,72,43,930,290,11,43,31,184,4,2,29,62,75,145,138,76,59,15,313,17,11,99,54,45,12.6205,0.2555,0.3270,0.4165,0.7434,8.8257,6.0089,1.1317,3.3335,0.1049,0.0000,0.4691,0.5556,3.7716,0.7414,0.2542,0.4633,4.4344,143.1049,0.0000,1.3510,0.5150,1.8026,0.2781
4,2003,100,0,1,1,0,5640,1441,6190,0,1479,1082,709,439,801,730,1533,1521,22602,0,162,162,95,67,48,959,298,7,51,37,185,5,0,31,49,53,136,121,86,64,14,326,26,14,90,28,42,12.3102,0.2622,0.3188,0.4266,0.7454,9.2373,6.7578,1.1554,2.7418,0.1605,0.0000,0.5309,0.5864,4.3765,0.7742,0.2188,0.4172,4.5593,136.1566,0.0000,1.3310,0.5020,2.4647,0.2925
4,2004,100,0,1,1,0,5682,1445,6319,0,1594,1010,594,521,807,752,1577,1502,23349,0,162,162,73,89,38,1054,334,31,37,26,180,6,1,40,47,47,150,148,68,58,20,348,12,10,103,57,34,13.4657,0.2805,0.3439,0.4435,0.7874,9.9280,6.2907,1.1211,3.2450,0.0741,0.0000,0.4198,0.4506,3.6667,0.6552,0.3448,0.4310,4.6837,141.5091,0.0000,1.4637,0.5122,1.9386,0.3122
4,2005,100,0,1,1,0,5603,1436,6160,0,1478,995,590,441,732,686,1563,1554,22205,1,162,162,86,76,51,991,289,25,39,31,167,4,1,33,46,51,142,140,83,64,13,353,20,7,79,24,42,12.3439,0.2638,0.3212,0.4158,0.7370,9.2611,6.2346,1.0464,2.7633,0.1235,0.0000,0.5123,0.5309,3.6420,0.7969,0.2031,0.4023,4.2984,132.9641,0.0000,1.3360,0.5014,2.2562,0.2926
