player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs
15327,2018,13,2470,100,1,0,1,5,0,3,0,5,0,0,1,1,1,1,12,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0054,0.5000,0,3
15327,2018,13,2512,100,1,0,1,7,0,4,0,7,0,0,2,2,3,0,22,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2357,7.6000,0,3
15383,2018,9,2460,100,1,0,2,12,0,6,0,16,2,4,6,6,4,2,56,0,1,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4417,18.2000,0,6
15383,2018,9,2504,100,1,0,4,16,0,6,1,18,2,2,1,1,7,2,62,0,1,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0219,23.3000,0,12
15383,2018,9,2553,100,1,0,4,14,0,2,1,16,9,2,1,1,9,2,70,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614,11.9000,0,12
15383,2018,9,2596,100,1,0,4,17,0,5,0,19,2,2,4,3,9,2,65,0,1,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2699,22.7000,0,12
15522,2018,17,2664,100,1,0,1,11,0,7,1,13,3,2,7,7,3,0,46,1,1,1,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.4683,10.7000,0,4
15522,2018,17,2707,100,1,0,3,17,0,6,0,21,0,4,5,3,6,4,81,2,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3361,24.4000,0,11
15522,2018,17,2756,100,1,0,3,17,0,7,1,20,0,1,5,5,4,6,66,2,1,1,0,1,0,5,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3004,16.0000,0,11
15522,2018,17,2800,100,1,0,4,15,0,6,0,19,2,4,1,1,6,3,66,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0539,25.7000,0,12
15528,2018,13,2464,100,1,0,4,19,0,8,3,19,7,0,4,4,4,4,72,0,1,1,1,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2659,22.3000,0,12
15528,2018,13,2512,100,1,0,4,12,0,0,2,14,0,0,0,0,5,5,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1671,15.0000,0,12
15528,2018,13,2553,100,1,0,1,10,0,4,1,12,1,2,5,4,2,2,50,2,1,1,0,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3285,10.0000,0,5
15528,2018,13,2603,100,1,0,4,17,0,5,2,20,1,2,3,3,8,2,82,0,1,1,0,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1117,12.3000,0,12
15554,2018,29,2682,100,1,0,1,5,0,2,1,7,0,2,3,3,2,0,35,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,-0.2930,13.2000,0,4
15554,2018,29,2718,100,1,0,2,8,0,2,0,8,0,0,1,1,1,5,31,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0715,11.6000,0,6
15554,2018,29,2815,100,1,0,2,8,0,3,0,8,0,0,1,1,3,2,35,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.1488,16.9000,0,6
15559,2018,24,2667,100,1,0,1,3,0,0,1,4,0,1,0,0,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0725,6.3000,0,3
15559,2018,24,2704,100,1,0,1,3,0,0,1,3,0,0,0,0,2,0,14,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.1996,8.3000,0,3
15559,2018,24,2760,100,1,0,1,4,0,1,1,5,0,0,2,1,1,0,21,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.4105,9.3000,0,3
15559,2018,24,2788,100,1,0,1,7,0,2,2,8,0,1,0,0,3,0,37,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0663,11.8000,0,5
15559,2018,24,2815,100,1,0,1,8,0,4,1,9,0,1,0,0,2,1,35,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1204,33.0000,0,4
15569,2018,20,2698,100,1,0,2,9,0,2,1,11,0,2,1,0,4,1,38,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0006,2.6000,0,6
15569,2018,20,2787,100,1,0,1,5,0,2,0,5,0,0,1,1,2,1,17,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0080,2.9000,0,3
15570,2018,6,2450,100,1,0,1,7,0,3,1,9,0,2,3,2,3,0,24,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.1215,5.1000,0,4
15570,2018,6,2480,100,1,0,1,6,0,1,1,8,0,2,1,1,2,2,34,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,-0.0475,2.3000,0,5
15570,2018,6,2514,100,1,0,0,4,0,2,1,5,0,1,3,3,0,1,20,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-0.0543,4.8000,0,2
15570,2018,6,2531,100,1,0,0,4,0,3,0,6,0,2,4,4,0,1,14,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.2692,5.8000,0,1
15570,2018,6,2601,100,1,0,2,9,0,3,3,11,0,2,0,0,0,3,41,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.0247,4.1000,0,6
15627,2018,24,2679,100,1,0,1,8,0,2,1,10,0,2,1,1,4,0,43,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0103,15.5000,0,5
15627,2018,24,2716,100,1,0,1,7,0,3,1,9,0,0,2,2,2,2,39,2,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-0.0628,5.0000,0,5
15627,2018,24,2740,100,1,0,1,4,0,1,0,4,0,0,0,0,1,2,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0128,5.5000,0,3
15627,2018,24,2774,100,1,0,2,7,0,1,1,7,0,0,0,0,4,1,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1469,9.5000,0,6
15639,2018,23,2650,100,1,0,1,5,0,2,0,6,0,1,1,1,0,3,24,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0907,8.9000,0,3
15639,2018,23,2658,100,1,0,0,1,0,0,0,2,0,1,0,0,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0310,3.8000,0,1
15639,2018,23,2675,100,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0145,0.6000,0,1
15639,2018,23,2708,100,1,0,1,4,0,1,0,4,0,0,0,0,2,1,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0039,1.8000,0,3
15639,2018,23,2714,100,1,0,0,2,0,2,0,3,0,1,1,1,0,0,10,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,-0.2707,6.4000,0,0
15639,2018,23,2725,100,1,0,0,1,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0.0574,2.4000,0,1
15639,2018,23,2735,100,1,0,0,2,0,0,0,2,0,0,0,0,0,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0237,1.1000,0,2
15639,2018,23,2746,100,1,0,0,2,0,1,0,2,0,0,0,0,0,1,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0631,2.4000,0,2
15639,2018,23,2747,100,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0226,0.7000,0,0
15639,2018,23,2768,100,1,0,0,3,0,1,0,3,0,0,1,1,2,0,7,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-0.1737,6.1000,0,2
15639,2018,23,2779,100,1,0,0,1,0,0,0,2,0,1,0,0,0,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0197,2.3000,0,1
15639,2018,23,2785,100,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-0.1643,2.4000,0,0
15639,2018,23,2818,100,1,0,1,6,0,4,0,7,0,1,2,2,1,1,27,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0090,0.7000,0,3
15698,2018,28,2659,100,1,0,0,5,0,4,1,5,0,0,2,2,0,0,13,1,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0977,6.0000,0,1
15698,2018,28,2676,100,1,0,1,4,0,1,0,4,0,0,1,1,1,2,12,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0051,3.2000,0,3
15698,2018,28,2747,100,1,0,1,3,0,0,1,3,0,0,0,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0743,3.0000,0,3
15698,2018,28,2786,100,1,0,1,4,0,2,0,5,0,1,0,0,1,1,17,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0.1919,13.2000,0,4
15714,2018,29,2654,100,1,0,2,8,0,2,2,9,0,1,0,0,1,3,34,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1469,14.5000,0,6
15714,2018,29,2702,100,1,0,1,5,0,2,1,7,0,2,4,4,1,1,30,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.5558,14.6000,0,3
15714,2018,29,2767,100,1,0,1,4,0,1,0,6,0,1,0,0,1,2,14,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0739,13.6000,0,3
15714,2018,29,2799,100,1,0,2,11,0,6,0,12,0,1,4,4,4,1,40,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0578,6.1000,0,6
15717,2018,10,2451,100,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0007,0.1000,0,1
15717,2018,10,2457,100,1,0,3,9,0,0,0,11,0,2,1,1,7,2,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0.0011,2.6000,0,9
15717,2018,10,2483,100,1,0,0,1,0,0,1,1,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0532,1.8000,0,1
15717,2018,10,2528,100,1,0,1,8,0,4,0,9,0,1,2,2,1,3,29,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.2808,15.2000,0,4
15717,2018,10,2590,100,1,0,2,11,0,4,3,12,0,1,1,1,3,1,51,2,1,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2713,21.6000,0,8
15780,2018,22,2679,100,1,0,2,8,0,2,1,9,0,1,2,2,4,1,34,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0119,0.9000,0,6
15780,2018,22,2810,100,1,0,1,8,0,3,2,10,0,2,1,1,1,2,38,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-0.0454,21.4000,0,5
15819,2018,22,2650,100,1,0,2,6,0,0,3,6,0,0,0,0,2,1,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1659,6.5000,0,6
15819,2018,22,2695,100,1,0,1,3,0,0,1,3,0,0,0,0,2,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0279,1.3000,0,3
15819,2018,22,2721,100,1,0,1,6,0,2,0,6,0,0,1,1,3,1,13,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.1236,7.6000,0,4
15819,2018,22,2798,100,1,0,1,7,0,2,2,7,0,0,0,0,2,1,29,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0001,3.2000,0,5
15827,2018,24,2667,100,1,0,1,2,0,0,0,3,0,1,0,0,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0876,4.5000,0,4
15827,2018,24,2704,100,1,0,1,5,0,2,0,5,0,0,0,0,2,1,24,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1412,18.5000,0,3
15827,2018,24,2760,100,1,0,0,5,0,3,0,5,0,0,2,2,1,1,11,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.3093,7.4000,0,2
15827,2018,24,2766,100,1,0,0,3,0,2,0,5,0,0,2,0,1,1,22,2,1,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.5620,13.7000,0,2
15827,2018,24,2790,100,1,0,0,2,0,1,0,2,0,0,1,1,0,1,8,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.2305,1.8000,0,1
15827,2018,24,2809,100,1,0,1,5,0,2,0,6,0,1,0,0,2,1,26,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0.0354,2.3000,0,5
15859,2018,14,2476,100,1,0,1,7,0,4,2,7,0,0,3,3,0,1,21,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-0.1588,5.3000,0,3
15859,2018,14,2505,100,1,0,1,4,0,1,0,4,0,0,0,0,2,1,10,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.1617,15.5000,0,3
15859,2018,14,2517,100,1,0,2,7,0,1,3,11,0,4,2,2,2,1,47,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0005,8.8000,0,6
15859,2018,14,2567,100,1,0,0,2,0,1,0,2,0,0,2,2,1,0,9,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,-0.4693,6.6000,0,1
15859,2018,14,2584,100,1,0,2,7,0,2,0,10,0,2,1,1,2,3,40,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0105,3.2000,0,6
15865,2018,29,2644,100,1,0,1,4,0,1,0,5,0,1,0,0,3,0,21,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1070,9.9000,0,3
15865,2018,29,2673,100,1,0,1,2,0,0,1,3,0,1,0,0,1,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0146,1.3000,0,3
15865,2018,29,2767,100,1,0,2,7,0,1,3,7,0,0,0,0,2,1,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.1469,10.3000,0,6
