message_id,subject,player_id_0,player_id_1,player_id_2,player_id_3,player_id_4,team_id_0,team_id_1,team_id_2,team_id_3,team_id_4,league_id_0,league_id_1,importance,message_type,hype,sender_type,sender_id,recipient_id,trade_id,date,deleted,notify,ongoing_story_id,text_is_modified
51,"BNN Stats: Batting Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-4-25",1,1,-1,0
52,"Weaver Mystifies Kansas City",16418,0,0,0,0,1,7,0,0,0,100,0,3,4,2,5,1,0,0,"2016-4-26",1,1,-1,0
53,"Keuchel Tosses Shutout",17613,0,0,0,0,21,11,0,0,0,100,0,3,4,2,5,21,0,0,"2016-4-26",1,1,-1,0
54,"Moore at His Best, Blanks Baltimore",17423,0,0,0,0,12,2,0,0,0,100,0,3,4,2,5,12,0,0,"2016-4-27",1,1,-1,0
55,"Sanchez Whitewashes Tampa",18125,0,0,0,0,14,12,0,0,0,100,0,3,4,2,5,14,0,0,"2016-4-29",1,1,-1,0
56,"5-Hit Barrage by Park",18596,0,0,0,0,8,6,0,0,0,100,0,3,4,2,5,8,0,0,"2016-4-29",1,1,-1,0
57,"Manaea Hurls Shutout",18556,0,0,0,0,10,21,0,0,0,100,0,3,4,2,5,10,0,0,"2016-4-29",1,1,-1,0
58,"Mariners Hernandez Stops Royals",16090,0,0,0,0,11,7,0,0,0,100,0,3,4,2,5,11,0,0,"2016-4-29",1,1,-1,0
59,"Indians Blank Phillies, Bauer Wins",17519,0,0,0,0,5,26,0,0,0,100,0,3,4,2,5,5,0,0,"2016-4-30",1,1,-1,0
60,"Holland Whitewashes Angels",16948,0,0,0,0,13,1,0,0,0,100,0,3,4,2,5,13,0,0,"2016-4-30",1,1,-1,0
61,"Cruz Wins AL's Best Bat Trophy",16048,0,0,0,0,11,0,0,0,0,100,0,3,7,2,5,11,0,0,"2016-5-1",1,1,-1,0
62,"Belt Wins Best Bat Award in April",17288,0,0,0,0,29,0,0,0,0,100,0,3,7,2,5,29,0,0,"2016-5-1",1,1,-1,0
63,"Chicago Starter Named AL's Premier Pitcher",17230,0,0,0,0,4,0,0,0,0,100,0,3,7,2,5,4,0,0,"2016-5-1",1,1,-1,0
64,"April's Premier Pitcher Announced by NL",17078,0,0,0,0,17,0,0,0,0,100,0,3,7,2,5,17,0,0,"2016-5-1",1,1,-1,0
65,"AL Selects Rookie Star of the Month",18586,0,0,0,0,5,0,0,0,0,100,0,3,7,2,5,5,0,0,"2016-5-1",1,1,-1,0
66,"St. Louis Newcomer April's Best Rookie",18521,0,0,0,0,30,0,0,0,0,100,0,3,7,2,5,30,0,0,"2016-5-1",1,1,-1,0
67,"Walker Cruises to Shutout",17926,0,0,0,0,11,7,0,0,0,100,0,3,4,2,5,11,0,0,"2016-5-1",1,1,-1,0
68,"Kershaw Tosses Shutout Against Padres",16740,0,0,0,0,22,28,0,0,0,100,0,3,4,2,5,22,0,0,"2016-5-1",1,1,-1,0
69,"Trumbo Red-Hot, AL Player of the Week",17256,0,0,0,0,2,0,0,0,0,100,0,3,7,1,5,2,0,0,"2016-5-2",1,1,-1,0
70,"NL Awards Best Batter Prize to Grichuk",18030,0,0,0,0,30,0,0,0,0,100,0,3,7,1,5,30,0,0,"2016-5-2",1,1,-1,0
71,"Weekly Team Power Rankings",0,0,0,0,0,30,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-5-2",1,1,-1,0
72,"BNN Stats: Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-5-2",1,1,-1,0
73,"Wainwright Takes Charge, Blanks Philadelphia",16198,0,0,0,0,30,26,0,0,0,100,0,3,4,2,5,30,0,0,"2016-5-2",1,1,-1,0
74,"Butler Shuts Out Padres",17978,0,0,0,0,19,28,0,0,0,100,0,3,4,2,5,19,0,0,"2016-5-3",1,1,-1,0
75,"Atlanta Blanked by Matz",18322,0,0,0,0,25,16,0,0,0,100,0,3,4,2,5,25,0,0,"2016-5-4",1,1,-1,0
76,"Big Day for Kang: Swats 5 Hits",18293,0,0,0,0,27,30,0,0,0,100,0,3,4,2,5,27,0,0,"2016-5-6",1,1,-1,0
77,"Houston's Keuchel Stands out in Shutout",17613,0,0,0,0,21,11,0,0,0,100,0,3,4,2,5,21,0,0,"2016-5-7",1,1,-1,0
78,"Orioles Hurler Jimenez Tosses Masterpiece",16288,0,0,0,0,2,10,0,0,0,100,0,3,4,2,5,2,0,0,"2016-5-7",1,1,-1,0
79,"St. Louis Blanks Pirates, Wacha at His Best",17925,0,0,0,0,30,27,0,0,0,100,0,3,4,2,5,30,0,0,"2016-5-8",1,1,-1,0
80,"Eaton Hits in 20 Consecutive Games ",17558,0,0,0,0,4,8,0,0,0,100,0,3,4,2,5,4,0,0,"2016-5-8",1,1,-1,0
81,"Jankowski Torches Mets for 5 Hits",18289,0,0,0,0,28,25,0,0,0,100,0,3,4,2,5,28,0,0,"2016-5-8",1,1,-1,0
82,"Kipnis Week's #1 Player",17391,0,0,0,0,5,0,0,0,0,100,0,3,7,1,5,5,0,0,"2016-5-9",1,1,-1,0
83,"Rockies Gonzalez NL Hitter of the Week",16709,0,0,0,0,19,0,0,0,0,100,0,3,7,1,5,19,0,0,"2016-5-9",1,1,-1,0
84,"Weekly Team Power Rankings",0,0,0,0,0,30,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-5-9",1,1,-1,0
85,"BNN Stats: Starting Pitching Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-5-9",1,1,-1,0
86,"Strasburg Mystifies Detroit",17249,0,0,0,0,24,6,0,0,0,100,0,3,4,2,5,24,0,0,"2016-5-9",1,1,-1,0
87,"San Francisco Shut Out by Sanchez",18125,0,0,0,0,14,29,0,0,0,100,0,3,4,2,5,14,0,0,"2016-5-9",1,1,-1,0
88,"Conley Baffles Milwaukee Batters",18217,0,0,0,0,20,23,0,0,0,100,0,3,4,2,5,20,0,0,"2016-5-10",1,1,-1,0
89,"Alonso Socks it to Red Sox, Cracks 5 Hits ",16542,0,0,0,0,10,3,0,0,0,100,0,3,4,2,5,10,0,0,"2016-5-11",1,1,-1,0
90,"Barnhart Tags Pirates for 5 Hits",17957,0,0,0,0,18,27,0,0,0,100,0,3,4,2,5,18,0,0,"2016-5-11",1,1,-1,0
91,"Pineda Brilliant, Blanks Royals",17446,0,0,0,0,9,7,0,0,0,100,0,3,4,2,5,9,0,0,"2016-5-11",1,1,-1,0
92,"Razor-Sharp Garcia Blanks Los Angeles ",16703,0,0,0,0,30,1,0,0,0,100,0,3,4,2,5,30,0,0,"2016-5-11",1,1,-1,0
93,"Lackey Hurls Cubs to Shutout Victory",15522,0,0,0,0,17,28,0,0,0,100,0,3,4,2,5,17,0,0,"2016-5-11",1,1,-1,0
94,"Hitting Streak Still Alive for Eaton",17558,0,0,0,0,4,9,0,0,0,100,0,3,4,2,5,4,0,0,"2016-5-14",1,1,-1,0
95,"Rollins Reaches 2500 Milestone",11770,0,0,0,0,4,9,0,0,0,100,0,3,5,3,5,4,0,0,"2016-5-14",1,1,-1,0
96,"Trumbo Runs Hit String to 20 Straight Games",17256,0,0,0,0,2,6,0,0,0,100,0,3,4,2,5,2,0,0,"2016-5-14",1,1,-1,0
97,"deGrom Takes Charge, Blanks Colorado",17997,0,0,0,0,25,19,0,0,0,100,0,3,4,2,5,25,0,0,"2016-5-15",1,1,-1,0
98,"Blue Jays Blank Texas, Sanchez Winner",18125,0,0,0,0,14,13,0,0,0,100,0,3,4,2,5,14,0,0,"2016-5-15",1,1,-1,0
99,"Hit Streak Over, Yankees Stop Eaton",17558,0,0,0,0,4,9,0,0,0,100,0,3,4,3,5,4,0,0,"2016-5-15",1,1,-1,0
100,"AL Star of the Week Picked",17101,0,0,0,0,9,0,0,0,0,100,0,3,7,1,5,9,0,0,"2016-5-16",1,1,-1,0
101,"Star of the Week Selected in NL",17288,0,0,0,0,29,0,0,0,0,100,0,3,7,1,5,29,0,0,"2016-5-16",1,1,-1,0
102,"Weekly Team Power Rankings",0,0,0,0,0,30,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-5-16",1,1,-1,0
103,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-5-16",1,1,-1,0
104,"Salazar Guns Down Reds",17903,0,0,0,0,5,18,0,0,0,100,0,3,4,2,5,5,0,0,"2016-5-17",1,1,-1,0
105,"Colon Hot, Nationals Cold",2611,0,0,0,0,25,24,0,0,0,100,0,3,4,2,5,25,0,0,"2016-5-18",1,1,-1,0
106,"Red-Hot Wright Cools Off Kansas City",17939,0,0,0,0,3,7,0,0,0,100,0,3,4,2,5,3,0,0,"2016-5-18",1,1,-1,0
107,"Mariners End Trumbo's Streak",17256,0,0,0,0,2,11,0,0,0,100,0,3,4,3,5,2,0,0,"2016-5-18",1,1,-1,0
108,"Latos Guns Down Astros",16963,0,0,0,0,4,21,0,0,0,100,0,3,4,2,5,4,0,0,"2016-5-18",1,1,-1,0
109,"Giants Blank San Diego, Cueto Winner",16679,0,0,0,0,29,28,0,0,0,100,0,3,4,2,5,29,0,0,"2016-5-18",1,1,-1,0
110,"Karns Sparkles, Blanks Baltimore",17823,0,0,0,0,11,2,0,0,0,100,0,3,4,2,5,11,0,0,"2016-5-19",1,1,-1,0
111,"Hammel Tosses Shutout",16271,0,0,0,0,17,23,0,0,0,100,0,3,4,2,5,17,0,0,"2016-5-19",1,1,-1,0
112,"AL Star of the Week Picked",17964,0,0,0,0,3,0,0,0,0,100,0,3,7,1,5,3,0,0,"2016-5-23",1,1,-1,0
113,"NL Names Top Player of the Week",18364,0,0,0,0,30,0,0,0,0,100,0,3,7,1,5,30,0,0,"2016-5-23",1,1,-1,0
114,"MLB News: The All-Star Game Voting Begins",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-5-23",1,1,-1,0
115,"Weekly Team Power Rankings",0,0,0,0,0,30,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-5-23",1,1,-1,0
116,"BNN Stats: Career Pitching Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-5-23",1,1,-1,0
117,"Seattle Whitewashed by Hill",16092,0,0,0,0,10,11,0,0,0,100,0,3,4,2,5,10,0,0,"2016-5-23",1,1,-1,0
118,"Harrison Bangs Out 5 Base Hits ",17377,0,0,0,0,27,19,0,0,0,100,0,3,4,2,5,27,0,0,"2016-5-23",1,1,-1,0
119,"Cincinnati Dazzled, Kershaw Hurls No-Hitter",16740,0,0,0,0,22,18,0,0,0,100,0,3,4,3,5,22,0,0,"2016-5-23",1,1,-1,0
120,"Cardinals Wainwright Silences Chicago",16198,0,0,0,0,30,17,0,0,0,100,0,3,4,2,5,30,0,0,"2016-5-23",1,1,-1,0
121,"Rockies Whitewash Red Sox, de la Rosa Winner",15966,0,0,0,0,19,3,0,0,0,100,0,3,4,2,5,19,0,0,"2016-5-24",1,1,-1,0
122,"Trout Goes Yard 3 Times",17494,0,0,0,0,1,13,0,0,0,100,0,3,4,2,5,1,0,0,"2016-5-25",1,1,-1,0
123,"Estrada Guns Down Yankees",16697,0,0,0,0,14,9,0,0,0,100,0,3,4,2,5,14,0,0,"2016-5-25",1,1,-1,0
124,"Altuve Big Deal in Houston: Hits for Cycle",17278,0,0,0,0,21,2,0,0,0,100,0,3,4,2,5,21,0,0,"2016-5-25",1,1,-1,0
125,"Daniel Stumpf Waits for Results of Pie Related Injury",18645,0,0,0,0,26,0,0,0,0,100,0,3,3,0,5,0,0,0,"2016-5-26",1,1,27,0
126,"Tampa No Match for Pineda",17446,0,0,0,0,9,12,0,0,0,100,0,3,4,2,5,9,0,0,"2016-5-28",1,1,-1,0
127,"Bumgarner Brilliant, Fans 15",16890,0,0,0,0,29,19,0,0,0,100,0,3,4,2,5,29,0,0,"2016-5-28",1,1,-1,0
128,"5-Hit Blitz by Carpenter",17305,0,0,0,0,30,24,0,0,0,100,0,3,4,2,5,30,0,0,"2016-5-28",1,1,-1,0
129,"AL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-5-29",1,1,-1,0
130,"NL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-5-29",1,1,-1,0
131,"Chris Sale Blanks Kansas City",17230,0,0,0,0,4,7,0,0,0,100,0,3,4,2,5,4,0,0,"2016-5-29",1,1,-1,0
132,"Kershaw Twirls Shutout",16740,0,0,0,0,22,25,0,0,0,100,0,3,4,2,5,22,0,0,"2016-5-29",1,1,-1,0
133,"Trout Picked Best Player",17494,0,0,0,0,1,0,0,0,0,100,0,3,7,1,5,1,0,0,"2016-5-30",1,1,-1,0
134,"NL Selects Week's Best Player",16740,0,0,0,0,22,0,0,0,0,100,0,3,7,1,5,22,0,0,"2016-5-30",1,1,-1,0
135,"Weekly Team Power Rankings",0,0,0,0,0,5,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-5-30",1,1,-1,0
136,"BNN Stats: Career Batting Leaders",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-5-30",1,1,-1,0
137,"Harvey Blanks Chicago",17588,0,0,0,0,25,4,0,0,0,100,0,3,4,2,5,25,0,0,"2016-5-30",1,1,-1,0
138,"Wood Pitches Dodgers to Shutout Victory",17936,0,0,0,0,22,17,0,0,0,100,0,3,4,2,5,22,0,0,"2016-5-30",1,1,-1,0
139,"Betts Sizzles with 20-Game Batting Streak",17964,0,0,0,0,3,2,0,0,0,100,0,3,4,2,5,3,0,0,"2016-5-30",1,1,-1,0
140,"McHugh Shuts Out Arizona",17633,0,0,0,0,21,15,0,0,0,100,0,3,4,2,5,21,0,0,"2016-5-30",1,1,-1,0
141,"Pittsburgh Hopeless Against Nicolino",18344,0,0,0,0,20,27,0,0,0,100,0,3,4,2,5,20,0,0,"2016-5-30",1,1,-1,0
142,"Daniel Stumpf to Miss 6 Weeks Due to Pie Injury",18645,0,0,0,0,26,0,0,0,0,100,0,3,3,0,5,0,0,0,"2016-5-31",1,1,27,0
143,"AL Announces Outstanding Batter Award",17391,0,0,0,0,5,0,0,0,0,100,0,3,7,2,5,5,0,0,"2016-6-1",1,1,-1,0
144,"Cespedes Earns May's Top Batter Prize in NL",17538,0,0,0,0,25,0,0,0,0,100,0,3,7,2,5,25,0,0,"2016-6-1",1,1,-1,0
145,"Perez Takes AL Top Starter Trophy",17659,0,0,0,0,13,0,0,0,0,100,0,3,7,2,5,13,0,0,"2016-6-1",1,1,-1,0
146,"May's Premier Pitcher Announced by NL",16890,0,0,0,0,29,0,0,0,0,100,0,3,7,2,5,29,0,0,"2016-6-1",1,1,-1,0
147,"AL Names Rookie of Month",18565,0,0,0,0,13,0,0,0,0,100,0,3,7,2,5,13,0,0,"2016-6-1",1,1,-1,0
148,"NL Selects Rookie Star of the Month",18641,0,0,0,0,19,0,0,0,0,100,0,3,7,2,5,19,0,0,"2016-6-1",1,1,-1,0
149,"5-Hit Barrage by Phegley",17876,0,0,0,0,10,8,0,0,0,100,0,3,4,2,5,10,0,0,"2016-6-1",1,1,-1,0
150,"Blue Jays End Betts's Streak",17964,0,0,0,0,3,14,0,0,0,100,0,3,4,3,5,3,0,0,"2016-6-3",1,1,-1,0
151,"Red-Hot Nolasco Cools Off Tampa",16344,0,0,0,0,8,12,0,0,0,100,0,3,4,2,5,8,0,0,"2016-6-3",1,1,-1,0
152,"AL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-6-5",1,1,-1,0
153,"NL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-6-5",1,1,-1,0
154,"5-Hit Game for Murphy",16781,0,0,0,0,24,18,0,0,0,100,0,3,4,2,5,24,0,0,"2016-6-5",1,1,-1,0
155,"Red-Hot Verlander Cools Off Chicago",16196,0,0,0,0,6,4,0,0,0,100,0,3,4,2,5,6,0,0,"2016-6-5",1,1,-1,0
156,"Star of the Week Selected in AL",17626,0,0,0,0,2,0,0,0,0,100,0,3,7,1,5,2,0,0,"2016-6-6",1,1,-1,0
157,"Murphy on Fire, Named Player of the Week ",16781,0,0,0,0,24,0,0,0,0,100,0,3,7,1,5,24,0,0,"2016-6-6",1,1,-1,0
158,"Weekly Team Power Rankings",0,0,0,0,0,5,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-6-6",1,1,-1,0
159,"BNN Stats: It's All About Experience",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-6-6",1,1,-1,0
160,"Ray Spins 15-K Game",18105,0,0,0,0,15,12,0,0,0,100,0,3,4,2,5,15,0,0,"2016-6-6",1,1,-1,0
161,"Anderson Spins Shutout",17951,0,0,0,0,23,10,0,0,0,100,0,3,4,2,5,23,0,0,"2016-6-8",1,1,-1,0
162,"Indians Whitewash Mariners, Carrasco Winner",16898,0,0,0,0,5,11,0,0,0,100,0,3,4,2,5,5,0,0,"2016-6-8",1,1,-1,0
163,"Gennett Belts Bunch of Base Hits",17793,0,0,0,0,23,25,0,0,0,100,0,3,4,2,5,23,0,0,"2016-6-9",1,1,-1,0
164,"Oakland Helpless Against DeSclafani",17999,0,0,0,0,18,10,0,0,0,100,0,3,4,2,5,18,0,0,"2016-6-10",1,1,-1,0
165,"White Sox Whitewash Royals, Sale Winner",17230,0,0,0,0,4,7,0,0,0,100,0,3,4,2,5,4,0,0,"2016-6-10",1,1,-1,0
166,"Indians, Kluber Blank Angels",17392,0,0,0,0,5,1,0,0,0,100,0,3,4,2,5,5,0,0,"2016-6-10",1,1,-1,0
167,"Flande Postpones Baseball Career to Serve Country",18012,0,0,0,0,19,0,0,0,0,100,0,3,3,0,5,0,0,0,"2016-6-10",1,1,-1,0
168,"AL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-6-12",1,1,-1,0
169,"NL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-6-12",1,1,-1,0
170,"Moore Hurls Tampa to Shutout Victory",17423,0,0,0,0,12,21,0,0,0,100,0,3,4,2,5,12,0,0,"2016-6-12",1,1,-1,0
171,"Sanchez Fires Shutout in Toronto Victory",18125,0,0,0,0,14,2,0,0,0,100,0,3,4,2,5,14,0,0,"2016-6-12",1,1,-1,0
172,"Holliday Collects Hit Number 2000",15895,0,0,0,0,30,27,0,0,0,100,0,3,5,3,5,30,0,0,"2016-6-12",1,1,-1,0
173,"AL Player of the Week Chosen",16500,0,0,0,0,21,0,0,0,0,100,0,3,7,1,5,21,0,0,"2016-6-13",1,1,-1,0
174,"NL Player of the Week Goes to Gennett of Milwaukee",17793,0,0,0,0,23,0,0,0,0,100,0,3,7,1,5,23,0,0,"2016-6-13",1,1,-1,0
175,"Weekly Team Power Rankings",0,0,0,0,0,30,0,0,0,0,100,0,3,0,2,5,0,0,0,"2016-6-13",1,1,-1,0
176,"BNN Stats: Single-Season Records",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,5,0,0,0,"2016-6-13",1,1,-1,0
177,"Braun Sizzles with 20-Game Batting Streak",16447,0,0,0,0,23,22,0,0,0,100,0,3,4,2,5,23,0,0,"2016-6-16",1,1,-1,0
178,"Tigers Cabrera Hits 500th Homer",15636,0,0,0,0,6,7,0,0,0,100,0,3,5,3,5,6,0,0,"2016-6-17",1,1,-1,0
179,"Anderson Spins Shutout Against Dodgers",17951,0,0,0,0,23,22,0,0,0,100,0,3,4,2,5,23,0,0,"2016-6-18",1,1,-1,0
180,"AL All-Star Fan Voting Update",0,0,0,0,0,0,0,0,0,0,100,0,3,0,1,3,100,-1,0,"2016-6-19",1,1,-1,0
