player_id,year,team_id,league_id,level_id,split_id,position,tc,a,po,er,ip,g,gs,e,dp,tp,pb,sba,rto,ipf,plays,plays_base,roe,zr
83,2001,25,100,1,0,7,185,0,181,0,720,94,82,4,0,0,0,0,0,2,162,166,1,-1.0709
83,2001,25,100,1,0,9,3,0,2,0,6,5,0,1,0,0,0,0,0,2,2,2,0,0.0209
83,2002,19,100,1,0,7,63,1,59,0,204,33,25,3,0,0,0,0,0,0,50,48,2,0.7517
83,2002,19,100,1,0,9,3,0,3,0,3,3,0,0,0,0,0,0,0,1,3,3,0,0.0583
83,2002,3,100,1,0,7,14,1,12,0,69,8,8,1,1,0,0,0,0,0,13,13,1,-0.5246
83,2002,3,100,1,0,9,2,0,2,0,10,1,1,0,0,0,0,0,0,0,2,4,0,-1.4611
90,2000,17,100,1,0,1,9,6,3,0,73,67,0,0,0,0,0,0,0,0,7,7,0,0.0915
115,2000,3,100,1,0,9,7,0,7,0,28,4,3,0,0,0,0,0,0,1,7,8,0,-0.6305
115,2001,3,100,1,0,9,6,1,5,0,16,7,1,0,1,0,0,0,0,0,5,4,0,0.8023
115,2001,3,100,1,0,7,26,0,26,0,73,16,5,0,0,0,0,0,0,0,23,24,0,-0.3609
115,2001,3,100,1,0,3,40,4,36,0,43,11,3,0,6,0,0,0,0,1,9,10,0,-0.2644
115,2002,23,100,1,0,7,5,0,5,0,29,7,2,0,0,0,0,0,0,1,4,4,0,0.0601
115,2002,23,100,1,0,3,13,1,12,0,13,3,1,0,2,0,0,0,0,0,3,3,0,0.0410
115,2002,23,100,1,0,9,11,0,11,0,25,5,3,0,0,0,0,0,0,2,8,9,0,-0.5945
120,2000,26,100,1,0,1,4,2,2,0,38,33,0,0,0,0,0,0,0,1,2,1,0,0.5391
120,2001,5,100,1,0,1,6,4,2,0,52,26,0,0,0,0,0,0,0,2,4,4,0,0.0609
131,2000,3,100,1,0,5,94,74,14,0,321,42,38,6,8,0,0,0,0,0,84,87,6,-2.9459
131,2000,3,100,1,0,6,39,24,13,0,77,9,9,2,6,0,0,0,0,0,28,30,2,-2.2081
131,2000,3,100,1,0,4,16,10,5,0,26,7,2,1,1,0,0,0,0,0,10,10,1,-0.5401
131,2004,13,100,1,0,6,37,23,13,0,80,51,2,1,11,0,0,0,0,0,22,22,1,-0.4171
131,2004,13,100,1,0,4,9,3,6,0,10,2,1,0,0,0,0,0,0,0,3,3,0,0.0178
131,2004,13,100,1,0,5,7,5,2,0,19,3,2,0,0,0,0,0,0,0,6,6,0,0.2368
131,2005,13,100,1,0,6,4,0,3,0,11,7,0,1,0,0,0,0,0,0,1,1,1,-0.5907
131,2005,28,100,1,0,6,23,14,8,0,22,3,3,1,5,0,0,0,0,0,13,15,1,-1.6790
131,2005,28,100,1,0,5,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0.0404
131,2005,28,100,1,0,4,5,3,2,0,6,1,1,0,2,0,0,0,0,0,2,3,0,-0.5823
131,2006,28,100,1,0,6,40,23,13,0,94,22,9,4,4,0,0,0,0,2,26,26,4,-2.0401
131,2006,28,100,1,0,5,4,3,0,0,6,3,0,1,0,0,0,0,0,0,4,4,1,-0.5437
131,2006,28,100,1,0,3,2,1,1,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0.4291
131,2006,28,100,1,0,4,8,6,1,0,6,3,0,1,1,0,0,0,0,0,8,8,1,-0.5723
135,2000,20,100,1,0,1,10,7,3,0,77,71,0,0,0,0,0,0,0,1,10,10,0,0.1108
135,2001,20,100,1,0,1,16,10,6,0,74,73,0,0,0,0,0,0,0,0,12,12,0,0.1423
135,2002,17,100,1,0,1,11,4,6,0,65,61,0,1,0,0,0,0,0,0,6,6,1,-0.3605
135,2003,17,100,1,0,1,1,0,1,0,14,11,0,0,0,0,0,0,0,1,0,0,0,-0.0122
135,2004,16,100,1,0,1,9,4,5,0,40,27,0,0,0,0,0,0,0,0,8,7,0,0.6024
135,2005,20,100,1,0,1,3,2,1,0,16,20,0,0,0,0,0,0,0,2,1,1,0,-0.0110
136,2000,25,100,1,0,4,718,401,312,0,1320,149,145,5,88,0,0,0,0,2,392,390,5,0.5473
136,2001,25,100,1,0,4,552,294,249,0,1076,134,119,9,65,0,0,0,0,2,303,306,9,-4.2475
136,2002,25,100,1,0,5,387,304,74,0,1251,147,139,9,29,0,0,0,0,2,349,345,9,8.2527
136,2003,29,100,1,0,5,406,305,92,0,1329,148,148,9,26,1,0,0,0,1,357,357,9,5.8767
136,2003,29,100,1,0,4,26,14,11,0,51,6,6,1,4,0,0,0,0,0,15,15,1,-0.4622
136,2004,29,100,1,0,5,334,243,81,0,1038,124,122,10,19,0,0,0,0,0,288,283,9,8.5670
136,2004,29,100,1,0,4,32,19,13,0,45,5,5,0,4,0,0,0,0,0,18,18,0,0.1067
136,2005,29,100,1,0,5,287,206,68,0,790,96,92,13,14,0,0,0,0,1,244,247,13,-1.3412
136,2005,29,100,1,0,4,27,15,10,0,29,9,2,2,4,0,0,0,0,1,15,14,2,-0.4672
136,2006,1,100,1,0,5,39,24,14,0,103,23,10,1,0,0,0,0,0,0,29,28,1,1.1333
136,2006,1,100,1,0,4,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0.0000
136,2006,14,100,1,0,4,48,29,18,0,99,12,12,1,6,0,0,0,0,0,31,31,1,-0.4927
136,2006,25,100,1,0,4,26,17,9,0,44,28,0,0,7,0,0,0,0,1,13,12,0,0.6450
137,2000,13,100,1,0,4,634,383,241,0,1100,127,123,10,105,0,0,0,0,0,359,353,10,-0.2503
137,2000,13,100,1,0,5,13,9,3,0,47,7,5,1,0,0,0,0,0,2,9,12,0,-1.7406
137,2001,7,100,1,0,4,266,149,114,0,509,60,58,3,30,1,0,0,0,2,146,144,3,0.8226
137,2001,7,100,1,0,5,35,21,10,0,130,20,15,4,1,0,0,0,0,1,30,33,4,-3.6371
137,2002,7,100,1,0,4,90,50,36,0,164,24,18,4,10,0,0,0,0,1,57,56,4,-1.4862
137,2002,7,100,1,0,5,35,25,9,0,111,14,12,1,1,0,0,0,0,1,27,28,1,-0.4908
145,2000,8,100,1,0,7,7,0,6,0,21,5,2,1,0,0,0,0,0,0,5,5,0,0.0816
145,2000,8,100,1,0,9,31,1,28,0,130,23,13,2,0,0,0,0,0,0,27,29,1,-1.7889
145,2001,8,100,1,0,7,39,0,39,0,133,16,16,0,0,0,0,0,0,0,39,39,0,0.6089
145,2001,8,100,1,0,9,23,2,21,0,80,11,10,0,0,0,0,0,0,0,20,21,0,-0.5407
145,2002,5,100,1,0,7,3,0,3,0,18,2,2,0,0,0,0,0,0,0,3,4,0,-0.6749
145,2002,5,100,1,0,9,2,0,2,0,5,3,0,0,0,0,0,0,0,1,2,2,0,0.0389
145,2003,20,100,1,0,7,8,0,8,0,38,7,4,0,0,0,0,0,0,0,8,8,0,0.0744
145,2003,20,100,1,0,9,1,0,1,0,4,3,0,0,0,0,0,0,0,0,1,1,0,0.0176
145,2004,13,100,1,0,7,26,0,24,0,85,10,10,2,0,0,0,0,0,0,24,24,2,-1.0300
145,2004,13,100,1,0,9,2,0,2,0,9,1,1,0,0,0,0,0,0,0,2,2,0,0.0435
145,2005,13,100,1,0,9,1,0,1,0,9,1,1,0,0,0,0,0,0,0,1,2,0,-0.7273
147,2000,28,100,1,0,7,2,0,2,0,15,2,2,0,0,0,0,0,0,0,2,3,0,-0.6873
147,2000,6,100,1,0,3,14,0,14,0,15,2,2,0,3,0,0,0,0,0,4,5,0,-0.3513
147,2000,6,100,1,0,9,2,0,1,0,9,1,1,1,0,0,0,0,0,0,2,3,1,-1.4658
181,2000,20,100,1,0,1,2,2,0,0,60,40,0,0,0,0,0,0,0,0,3,3,0,0.0605
181,2001,20,100,1,0,1,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0.0029
181,2002,20,100,1,0,1,11,6,5,0,49,40,0,0,2,0,0,0,0,0,6,6,0,0.1201
181,2003,20,100,1,0,1,2,1,1,0,29,24,0,0,0,0,0,0,0,2,1,1,0,-0.0163
181,2004,16,100,1,0,1,0,0,0,0,5,3,0,0,0,0,0,0,0,2,0,0,0,0.0017
181,2005,29,100,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,-0.0009
181,2005,15,100,1,0,1,1,1,0,0,4,8,0,0,0,0,0,0,0,0,2,2,0,0.0183
182,2000,28,100,1,0,1,3,3,0,0,18,15,0,0,0,0,0,0,0,1,4,4,0,0.0350
182,2001,9,100,1,0,1,2,2,0,0,12,7,0,0,0,0,0,0,0,0,2,2,0,0.0236
182,2002,18,100,1,0,1,2,2,0,0,17,10,1,0,0,0,0,0,0,1,3,3,0,0.0513
182,2003,18,100,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,-0.0026
182,2004,13,100,1,0,1,7,5,2,0,41,33,0,0,0,0,0,0,0,2,6,6,0,0.0803
182,2005,13,100,1,0,1,2,2,0,0,6,3,0,0,0,0,0,0,0,2,2,2,0,0.0146
185,2003,24,100,1,0,1,1,1,0,0,10,5,0,0,0,0,0,0,0,0,1,1,0,0.0005
187,2000,5,100,1,0,4,808,481,315,0,1382,157,154,12,134,0,0,0,0,2,444,420,12,9.8586
187,2001,5,100,1,0,4,784,469,303,0,1411,158,156,12,129,0,0,0,0,1,443,430,12,4.9167
187,2002,25,100,1,0,4,699,385,306,0,1289,151,147,8,87,0,0,0,0,2,375,371,8,-0.3353
187,2003,25,100,1,0,4,437,236,190,0,605,71,69,11,68,0,0,0,0,0,225,217,11,0.2670
187,2003,4,100,1,0,4,314,205,105,0,579,65,65,4,43,0,0,0,0,0,202,195,4,3.6557
187,2004,15,100,1,0,4,120,67,51,0,200,25,23,2,18,0,0,0,0,0,61,62,2,-1.4383
187,2004,4,100,1,0,4,77,44,32,0,111,15,13,1,12,0,0,0,0,0,40,41,1,-0.9628
189,2000,5,100,1,0,2,700,52,643,404,849,95,93,5,7,0,3,83,30,1,12,11,1,1.8360
189,2001,4,100,1,0,2,429,24,398,264,567,70,63,7,3,0,5,58,13,2,9,10,1,-2.4338
189,2002,4,100,1,0,2,201,17,178,149,281,32,32,6,2,0,5,26,10,2,7,6,1,-0.0569
189,2002,19,100,1,0,2,118,5,111,106,160,21,21,2,1,0,4,14,2,2,3,3,0,-1.2574
189,2003,4,100,1,0,2,374,15,356,271,478,58,57,3,4,0,7,38,7,0,4,6,0,-3.2785
189,2004,4,100,1,0,2,300,24,274,205,397,47,46,2,1,0,2,41,13,0,15,16,1,-0.6344
189,2005,13,100,1,0,2,165,10,152,151,291,35,34,3,2,0,2,22,6,2,2,2,0,-0.1834
189,2006,22,100,1,0,2,81,4,77,48,95,13,11,0,2,0,1,8,3,2,2,2,0,0.1348
189,2006,22,100,1,0,3,5,2,3,0,2,1,0,0,0,0,0,0,0,0,3,3,0,0.0437
189,2006,4,100,1,0,2,100,10,89,48,124,15,14,1,0,0,0,10,5,0,3,3,0,0.8256
189,2007,25,100,1,0,2,26,6,20,32,34,4,4,0,0,0,0,6,2,0,3,3,0,0.2866
193,2000,21,100,1,0,9,141,3,136,0,579,69,64,2,1,0,0,0,0,0,131,129,2,2.2373
193,2000,21,100,1,0,7,113,2,109,0,511,67,56,2,1,0,0,0,0,2,101,101,0,1.6493
193,2001,21,100,1,0,9,259,11,246,0,1181,134,130,2,3,0,0,0,0,0,229,237,0,-3.6033
193,2002,17,100,1,0,7,233,8,221,0,1230,141,137,4,1,0,0,0,0,1,209,215,1,-1.8979
193,2002,17,100,1,0,9,1,0,1,0,12,4,1,0,0,0,0,0,0,0,1,1,0,0.0194
193,2003,17,100,1,0,7,253,9,241,0,1240,140,140,3,1,0,0,0,0,1,223,241,2,-12.3274
193,2003,17,100,1,0,9,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0.0000
193,2004,17,100,1,0,7,308,7,294,0,1320,155,152,7,2,0,0,0,0,1,282,291,6,-5.9822
193,2004,17,100,1,0,9,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0.0218
193,2005,29,100,1,0,9,97,2,93,0,448,59,51,2,1,0,0,0,0,2,86,93,2,-4.7944
193,2005,29,100,1,0,7,121,1,116,0,565,71,66,4,0,0,0,0,0,0,111,118,2,-4.3960
193,2006,29,100,1,0,9,164,8,154,0,719,93,80,2,2,0,0,0,0,1,138,158,0,-12.2977
193,2006,29,100,1,0,7,17,1,15,0,93,11,10,1,0,0,0,0,0,0,14,16,1,-1.9025
193,2007,25,100,1,0,7,184,1,180,0,719,91,84,3,0,0,0,0,0,2,168,172,1,-0.8548
193,2007,25,100,1,0,9,4,0,3,0,12,3,0,1,0,0,0,0,0,0,4,5,1,-1.4401
193,2008,25,100,1,0,7,25,0,24,0,109,13,13,1,0,0,0,0,0,0,22,24,0,-1.0135
193,2008,25,100,1,0,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0000
207,2000,26,100,1,0,2,5,0,5,6,8,2,1,0,0,0,1,0,0,2,0,0,0,-0.2371
210,2000,1,100,1,0,1,2,1,1,0,17,42,0,0,0,0,0,0,0,0,1,1,0,0.0179
210,2002,13,100,1,0,1,5,3,2,0,38,23,0,0,0,0,0,0,0,0,4,4,0,0.0865
210,2003,20,100,1,0,1,1,0,1,0,14,8,0,0,0,0,0,0,0,0,0,0,0,-0.0120
216,2003,22,100,1,0,1,12,7,5,0,77,31,12,0,0,0,0,0,0,0,8,8,0,0.0063
216,2004,22,100,1,0,1,13,10,3,0,89,26,15,0,0,0,0,0,0,1,12,12,0,0.1625
216,2005,22,100,1,0,1,12,8,4,0,38,39,2,0,1,0,0,0,0,2,9,8,0,0.5539
221,2000,2,100,1,0,8,22,1,20,0,92,11,11,1,0,0,0,0,0,0,20,19,0,1.0570
221,2000,2,100,1,0,9,3,0,3,0,9,1,1,0,0,0,0,0,0,0,3,2,0,0.8012
221,2000,2,100,1,0,7,4,0,4,0,9,1,1,0,0,0,0,0,0,0,4,4,0,0.0653
221,2000,16,100,1,0,8,1,0,1,0,2,1,0,0,0,0,0,0,0,2,1,1,0,0.0139
236,2000,2,100,1,0,8,231,2,227,0,766,99,85,2,0,0,0,0,0,0,228,230,1,0.8181
236,2000,2,100,1,0,7,28,0,28,0,143,20,16,0,0,0,0,0,0,0,25,27,0,-1.0318
236,2000,2,100,1,0,9,48,0,47,0,185,23,23,1,0,0,0,0,0,1,44,42,1,1.5014
236,2001,2,100,1,0,9,136,5,129,0,513,62,62,2,1,0,0,0,0,0,118,118,2,-0.2650
236,2001,2,100,1,0,7,95,1,93,0,386,48,43,1,1,0,0,0,0,2,83,82,1,1.2958
236,2001,2,100,1,0,8,12,1,11,0,56,12,4,0,0,0,0,0,0,1,11,12,0,-0.5869
236,2002,5,100,1,0,8,23,0,22,0,80,10,10,1,0,0,0,0,0,0,23,25,1,-1.9527
236,2002,5,100,1,0,7,9,0,9,0,34,5,4,0,0,0,0,0,0,0,9,10,0,-0.5847
236,2002,5,100,1,0,9,7,1,6,0,17,2,2,0,0,0,0,0,0,0,4,4,0,0.0778
237,2000,15,100,1,0,1,44,25,18,0,217,33,32,1,3,0,0,0,0,2,30,29,1,0.3217
237,2001,15,100,1,0,1,28,19,9,0,163,37,22,0,2,0,0,0,0,2,20,20,0,0.2566
237,2002,15,100,1,0,1,34,23,9,0,146,27,24,2,2,0,0,0,0,2,31,28,2,0.9911
237,2003,5,100,1,0,1,36,18,16,0,161,24,24,2,0,0,0,0,0,0,21,21,1,-0.4484
237,2003,7,100,1,0,1,10,3,7,0,43,7,7,0,0,0,0,0,0,2,3,3,0,-0.0103
237,2004,7,100,1,0,1,28,15,12,0,136,26,26,1,0,0,0,0,0,1,16,16,1,-0.2781
237,2005,7,100,1,0,1,21,15,6,0,129,43,6,0,2,0,0,0,0,0,13,13,0,-0.0228
245,2000,1,100,1,0,8,372,13,357,0,1196,137,135,2,5,0,0,0,0,0,359,346,2,13.5526
245,2000,1,100,1,0,9,20,2,18,0,102,12,12,0,0,0,0,0,0,0,13,14,0,-0.5280
245,2001,1,100,1,0,7,346,7,335,0,1265,144,144,4,4,0,0,0,0,0,319,305,3,12.9001
245,2001,1,100,1,0,8,17,0,17,0,41,6,5,0,0,0,0,0,0,2,17,19,0,-1.2616
245,2002,1,100,1,0,7,341,6,331,0,1264,146,145,4,3,0,0,0,0,2,316,310,3,6.9108
245,2002,1,100,1,0,8,26,1,25,0,82,18,8,0,1,0,0,0,0,0,25,30,0,-3.4790
245,2003,1,100,1,0,7,344,6,336,0,1284,144,144,2,1,0,0,0,0,0,313,305,1,7.9491
245,2003,1,100,1,0,9,11,0,11,0,28,5,3,0,0,0,0,0,0,0,10,9,0,0.9261
245,2003,1,100,1,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0000
245,2004,1,100,1,0,8,241,6,233,0,891,101,99,2,1,0,0,0,0,0,233,302,0,-47.1316
245,2004,1,100,1,0,9,14,1,12,0,45,6,5,1,0,0,0,0,0,0,13,13,1,-0.4672
245,2004,1,100,1,0,7,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,0.0000
245,2005,1,100,1,0,7,278,4,271,0,964,111,111,3,1,0,0,0,0,0,248,248,1,3.9360
245,2005,1,100,1,0,8,4,0,4,0,9,6,0,0,0,0,0,0,0,2,4,4,0,0.1056
245,2006,1,100,1,0,7,207,4,203,0,804,96,94,0,1,0,0,0,0,1,189,187,0,4.9160
245,2006,1,100,1,0,8,2,0,1,0,12,8,0,1,0,0,0,0,0,2,2,3,1,-1.5159
245,2006,1,100,1,0,9,1,0,1,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0.0196
245,2007,1,100,1,0,7,162,2,158,0,757,93,85,2,0,0,0,0,0,2,141,142,0,1.5840
245,2007,1,100,1,0,9,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0.0000
245,2007,1,100,1,0,8,2,1,1,0,4,2,0,0,1,0,0,0,0,0,1,1,0,0.0159
245,2008,1,100,1,0,7,171,0,170,0,685,82,80,1,0,0,0,0,0,1,162,168,1,-1.8994
245,2008,1,100,1,0,8,4,0,4,0,6,3,0,0,0,0,0,0,0,0,4,4,0,0.0920
245,2009,16,100,1,0,7,238,0,235,0,1013,125,123,3,0,0,0,0,0,1,216,219,1,-0.0402
245,2009,16,100,1,0,9,4,0,4,0,12,5,0,0,0,0,0,0,0,0,4,5,0,-0.6882
245,2009,16,100,1,0,8,7,0,7,0,25,11,0,0,0,0,0,0,0,0,7,9,0,-1.4277
245,2010,22,100,1,0,9,13,0,13,0,52,5,5,0,0,0,0,0,0,0,13,14,0,-0.5673
245,2010,22,100,1,0,7,31,1,30,0,164,20,20,0,0,0,0,0,0,1,27,28,0,-0.2703
245,2010,22,100,1,0,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0.0392
251,2000,27,100,1,0,1,34,19,15,0,163,27,26,0,1,0,0,0,0,2,27,27,0,0.2657
251,2001,27,100,1,0,1,39,26,12,0,185,34,34,1,1,0,0,0,0,2,38,36,0,1.4272
251,2002,27,100,1,0,1,28,20,7,0,149,27,24,1,1,0,0,0,0,0,28,27,1,0.4636
251,2003,18,100,1,0,1,12,6,6,0,42,8,7,0,1,0,0,0,0,2,8,9,0,-0.4644
251,2003,29,100,1,0,1,1,1,0,0,8,6,0,0,0,0,0,0,0,0,1,1,0,0.0022
251,2004,17,100,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0.0010
251,2005,8,100,1,0,1,4,3,1,0,10,5,0,0,0,0,0,0,0,2,3,3,0,0.0210
251,2005,21,100,1,0,1,3,2,1,0,16,13,0,0,0,0,0,0,0,0,1,1,0,-0.0101
257,2000,6,100,1,0,1,5,2,3,0,35,41,0,0,0,0,0,0,0,1,2,2,0,0.0369
257,2001,6,100,1,0,1,6,5,1,0,68,62,0,0,1,0,0,0,0,0,8,7,0,0.6038
257,2002,6,100,1,0,1,5,4,1,0,37,41,0,0,0,0,0,0,0,1,4,4,0,0.0857
257,2003,6,100,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,-0.0006
257,2005,19,100,1,0,1,5,4,1,0,34,27,0,0,0,0,0,0,0,2,4,4,0,-0.0001
258,2000,26,100,1,0,4,211,110,97,0,370,48,41,4,34,0,0,0,0,2,105,98,4,2.4287
258,2001,26,100,1,0,4,673,373,288,0,1223,141,138,12,91,0,0,0,0,2,366,361,12,-0.6336
258,2001,26,100,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0.0000
258,2002,26,100,1,0,4,724,407,300,0,1282,149,147,17,96,0,0,0,0,1,393,383,17,-2.0362
258,2003,12,100,1,0,4,585,356,210,0,1032,122,117,19,106,0,0,0,0,2,333,323,19,-2.3409
258,2003,12,100,1,0,7,4,1,3,0,26,3,3,0,0,0,0,0,0,0,3,4,0,-0.6921
258,2004,30,100,1,0,4,126,74,52,0,232,31,24,0,21,0,0,0,0,2,68,70,0,-0.7968
258,2004,30,100,1,0,7,37,0,37,0,183,24,21,0,0,0,0,0,0,1,35,36,0,-0.1220
258,2004,30,100,1,0,9,8,0,8,0,32,8,4,0,0,0,0,0,0,0,8,8,0,0.1741
258,2004,30,100,1,0,3,6,0,6,0,4,2,0,0,0,0,0,0,0,2,0,0,0,0.0000
