player_id,team_id,league_id,uniform_number,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,last_day_on_waivers,options_used,option_used_this_year,has_received_arbitration,was_traded,trade_status
15741,30,100,0,0,1,0,0,0,0,0,1,0,0,15,0,15,2580,0,2795,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15755,25,100,0,0,1,0,0,0,0,0,1,0,0,15,0,15,2580,0,2793,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15777,9,100,0,0,1,0,0,0,0,0,1,0,0,15,0,15,2580,0,2795,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15780,22,100,0,0,0,0,0,0,0,0,1,0,0,7,1,9,1271,239,1546,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15781,22,100,0,0,1,0,0,0,0,0,1,0,0,15,0,15,2580,0,2795,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15793,15,100,0,0,1,0,0,0,0,0,1,0,0,14,1,15,2485,172,2688,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15812,14,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15818,26,100,0,0,1,0,0,0,0,0,1,0,0,14,3,14,2408,516,2610,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15819,22,100,0,0,1,0,0,0,0,0,1,0,0,13,0,14,2255,18,2438,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15827,24,100,0,0,0,0,0,0,0,0,1,0,0,12,3,13,2064,516,2416,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15859,14,100,0,0,1,0,0,0,0,0,1,0,0,13,0,14,2236,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15865,29,100,0,0,1,0,0,0,0,0,1,0,0,13,0,14,2391,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15871,22,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15877,25,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15880,15,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15895,30,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15897,26,100,0,0,1,0,0,0,0,0,1,0,0,13,0,14,2236,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15903,22,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2140,0,2308,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15904,6,100,0,0,0,0,0,0,0,0,1,0,0,12,2,14,2134,439,2477,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15931,8,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15937,30,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15942,14,100,0,0,1,0,0,0,0,0,1,0,0,13,0,14,2388,0,2577,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15955,19,100,0,0,0,0,0,0,0,0,1,0,0,13,0,14,2236,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15957,19,100,0,0,1,0,0,0,0,0,1,0,0,14,2,14,2408,344,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15963,25,100,0,0,0,0,0,0,0,0,1,0,0,12,2,14,2202,481,2562,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15966,19,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15986,24,100,0,0,0,0,0,0,0,0,1,0,0,12,0,14,2194,0,2557,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
15991,14,100,0,0,1,0,0,0,0,0,1,0,0,14,1,14,2408,172,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16002,25,100,0,0,1,0,0,0,0,0,1,0,0,14,0,14,2408,0,2611,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16006,7,100,0,0,1,0,0,0,0,0,1,0,0,13,0,14,2236,0,2605,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16007,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1890,0,2038,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16022,23,100,0,0,1,0,0,0,0,0,1,0,0,10,0,12,1879,0,2017,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16023,3,100,0,0,0,0,0,0,0,0,1,0,0,11,1,13,2009,172,2354,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16025,30,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2155,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16032,4,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16033,29,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16036,11,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16042,13,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16048,11,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16057,30,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2416,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16060,14,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16062,12,100,0,0,1,0,0,0,0,0,1,0,0,10,0,12,1870,0,2203,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16063,14,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16064,13,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2095,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16068,20,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2203,0,2372,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16077,26,100,0,0,0,0,0,0,0,0,1,0,0,11,0,13,2009,0,2354,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16080,11,100,0,0,1,0,0,0,0,0,1,0,0,13,1,13,2236,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16083,2,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16090,11,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
16091,3,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16092,22,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2112,0,2263,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16095,22,100,0,0,1,0,0,0,0,0,1,0,0,12,1,13,2064,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16106,25,100,0,0,1,0,0,0,0,0,1,0,0,12,1,13,2064,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16113,14,100,0,0,1,0,0,0,0,0,1,0,0,13,1,13,2236,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16119,20,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2155,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16122,9,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16123,22,100,0,0,0,0,0,0,0,0,1,0,0,12,1,13,2064,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16125,20,100,0,0,1,0,0,0,0,0,1,0,0,12,3,13,2064,516,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16130,27,100,0,0,1,0,0,0,0,0,1,0,0,11,0,13,1910,0,2255,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16143,5,100,0,0,1,0,0,0,0,0,1,0,0,11,0,13,2024,0,2369,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16145,30,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16147,17,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2064,0,2409,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16151,3,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16167,8,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16179,1,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2064,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16182,2,100,0,0,1,0,0,0,0,0,1,0,0,11,1,12,2031,172,2192,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16185,1,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2064,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16194,7,100,0,0,1,0,0,0,0,0,1,0,0,12,1,13,2064,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16196,6,100,0,0,1,0,0,0,0,0,1,0,0,12,0,13,2125,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16197,7,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2420,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16198,30,100,0,0,1,0,0,0,0,0,1,0,0,12,1,13,2064,172,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16199,21,100,0,0,1,0,0,0,0,0,1,0,0,11,1,13,2054,333,2382,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16209,24,100,0,0,1,0,0,0,0,0,1,0,0,13,0,13,2236,0,2421,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16210,4,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1892,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16214,8,100,0,0,1,0,0,0,0,0,1,0,0,10,2,10,1720,344,1868,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16215,6,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16226,2,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,2059,0,2221,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16237,16,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1993,0,2142,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16247,5,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1924,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16251,24,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,2023,0,2177,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16252,22,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16262,23,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16270,13,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16271,17,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16282,11,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16288,2,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16290,16,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2232,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16291,2,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16293,16,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16294,22,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16297,6,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16301,17,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16303,11,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16306,15,100,0,0,1,0,0,0,0,0,1,0,0,10,4,12,1887,854,2212,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16307,19,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16308,25,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1892,0,2232,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16309,6,100,0,0,1,0,0,0,0,0,1,0,0,10,0,12,1870,0,2200,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16314,16,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16318,14,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16324,5,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16329,17,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16331,7,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1752,0,1973,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16334,7,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1896,4,2049,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16338,5,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16339,20,100,0,0,1,0,0,0,0,0,1,0,0,10,1,11,1720,172,2045,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16342,21,100,0,0,1,0,0,0,0,0,1,0,0,12,1,12,2064,172,2233,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16344,1,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16346,16,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1892,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16350,29,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16352,3,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16353,6,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1892,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16359,8,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1985,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16360,24,100,0,0,1,0,0,0,0,0,1,0,0,10,1,12,1749,201,2080,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16362,20,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16381,22,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16388,6,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16396,4,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1984,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16402,27,100,0,0,1,0,0,0,0,0,1,0,0,11,2,12,1892,344,2229,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16414,14,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16417,28,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1986,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16418,1,100,0,0,1,0,0,0,0,0,1,0,0,11,0,12,1892,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16423,3,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2225,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16426,17,100,0,0,1,0,0,0,0,0,1,0,0,12,0,12,2064,0,2237,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16432,18,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16444,25,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1720,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16445,16,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1814,0,2041,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16447,23,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16450,3,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1720,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16456,9,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2048,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16457,25,100,0,0,1,0,0,0,0,0,1,0,0,11,0,11,1892,0,2052,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
16464,15,100,0,0,1,0,0,0,0,0,1,0,0,10,0,11,1817,0,1953,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
