player_id,team_id,league_id,offensive_value,offensive_value_talent,offensive_value_vsl,offensive_value_vsr,pitching_value,pitching_value_talent,pitching_value_vsl,pitching_value_vsr,overall_value,overall_value_vsl,overall_value_vsr,talent_value,career_value,leadoff_value_vsl,leadoff_value_vsr,running_value,stealing_value,season_performance,stats_value_0,stats_value_1,stats_value_2,stats_mod_0,stats_mod_1,stats_mod_2,ratings_value
15454,5,100,452,894,352,494,0,0,0,0,467,367,512,918,234,330,377,88,10,0.0000,0,0,430,0,0,98,472
15508,8,100,313,677,314,298,0,0,0,0,317,318,303,685,159,208,206,28,2,0.0000,0,0,689,0,0,26,305
15522,17,100,0,0,0,0,550,889,444,456,422,444,456,930,211,0,0,0,0,0.0000,0,0,1162,0,0,100,302
15528,13,100,0,0,0,0,862,849,831,849,898,831,849,908,449,0,0,0,0,0.0000,0,879,963,0,100,78,901
15535,6,100,699,1075,575,697,0,0,0,0,711,589,715,1096,356,239,257,9,0,0.0000,0,523,993,0,36,100,685
15554,29,100,0,0,0,0,631,779,541,575,472,541,575,823,236,0,0,0,0,0.0000,0,0,1115,0,0,82,384
15559,24,100,0,0,0,0,884,870,908,863,560,908,863,541,280,0,0,0,0,0.0000,0,0,1015,0,0,22,546
15560,18,100,777,800,747,717,0,0,0,0,836,834,801,893,418,618,607,121,19,0.0000,0,963,806,0,47,100,811
15569,20,100,0,0,0,0,569,862,539,587,379,539,587,534,190,0,0,0,0,0.0000,0,0,599,0,0,69,357
15570,6,100,0,0,0,0,845,889,887,920,611,887,920,563,306,0,0,0,0,0.0000,0,598,797,0,57,100,574
15574,17,100,485,903,469,450,0,0,0,0,526,513,492,978,263,249,245,18,1,0.0000,0,0,946,0,0,40,499
15617,24,100,774,846,804,759,0,0,0,0,812,855,808,901,406,285,278,32,1,0.0000,0,946,702,0,21,100,817
15627,24,100,0,0,0,0,945,1003,975,986,661,975,986,614,331,0,0,0,0,0.0000,0,834,643,0,62,20,600
15636,6,100,1192,1247,1242,1229,0,0,0,0,1218,1286,1273,1291,794,338,337,23,0,0.0000,0,1126,1167,0,100,100,1273
15639,23,100,0,0,0,0,169,543,191,152,116,191,152,337,58,0,0,0,0,0.0000,0,0,267,0,0,20,111
15698,28,100,0,0,0,0,435,690,410,445,276,410,445,430,200,0,0,0,0,0.0000,0,0,429,0,0,35,271
15714,29,100,0,0,0,0,404,542,383,391,264,383,391,337,132,0,0,0,0,0.0000,0,0,881,0,0,23,245
15717,10,100,0,0,0,0,841,896,892,909,535,892,909,551,268,0,0,0,0,0.0000,0,0,399,0,0,98,554
15731,4,100,722,848,659,772,0,0,0,0,744,682,798,877,372,246,262,6,0,0.0000,0,501,604,0,15,45,770
15741,30,100,789,920,732,715,0,0,0,0,860,825,805,1028,504,272,270,4,0,0.0000,0,937,1181,0,41,75,811
15755,25,100,708,761,641,743,0,0,0,0,810,762,879,913,536,602,642,131,27,0.0000,0,781,473,0,43,61,851
15777,9,100,874,1026,703,890,0,0,0,0,901,736,929,1065,451,252,282,12,0,0.0000,0,967,895,0,61,96,882
15780,22,100,0,0,0,0,166,400,146,172,111,146,172,252,56,0,0,0,0,0.0000,0,0,0,0,0,0,111
15781,22,100,778,740,663,778,0,0,0,0,868,766,897,869,434,285,305,39,2,0.0000,0,718,1017,0,25,100,859
15793,15,100,562,875,571,546,0,0,0,0,585,595,570,908,358,341,334,66,7,0.0000,0,393,950,0,3,29,574
15812,14,100,1044,1246,1026,969,0,0,0,0,1116,1148,1091,1368,558,388,379,46,4,0.0000,0,1199,943,0,100,100,1104
15818,26,100,628,485,630,608,0,0,0,0,639,641,619,498,426,292,290,72,4,0.0000,0,468,936,0,13,41,625
15819,22,100,0,0,0,0,1086,1179,1180,1206,921,1180,1206,913,461,0,0,0,0,0.0000,0,909,931,0,100,98,926
15827,24,100,0,0,0,0,99,428,103,93,74,103,93,271,56,0,0,0,0,0.0000,0,0,788,0,0,6,74
15859,14,100,0,0,0,0,825,814,810,836,512,810,836,505,292,0,0,0,0,0.0000,0,0,634,0,0,14,512
15865,29,100,0,0,0,0,780,836,729,756,589,729,756,530,295,0,0,0,0,0.0000,0,777,1003,0,48,100,474
15871,22,100,822,1160,699,803,0,0,0,0,836,719,826,1184,503,277,296,5,0,0.0000,0,811,1135,0,100,100,799
15877,25,100,788,913,631,766,0,0,0,0,840,690,836,987,420,357,397,74,5,0.0000,0,1127,834,0,28,100,804
15880,15,100,0,0,0,0,1133,1082,1053,1088,1188,1053,1088,1205,766,0,0,0,0,0.0000,0,1199,1134,0,100,100,1191
15895,30,100,948,1280,939,910,0,0,0,0,984,984,956,1325,492,302,297,12,0,0.0000,0,1172,1002,0,22,99,963
15897,26,100,618,618,489,678,0,0,0,0,619,491,680,620,310,200,218,4,0,0.0000,0,0,507,0,0,80,634
15903,22,100,0,0,0,0,1022,975,985,940,1068,985,940,1067,687,0,0,0,0,0.0000,0,1064,1279,0,100,100,1035
15904,6,100,0,0,0,0,48,671,33,51,39,33,51,413,49,0,0,0,0,0.0000,0,0,828,0,0,14,39
15931,8,100,837,964,746,875,0,0,0,0,865,783,917,1006,576,290,319,8,0,0.0000,0,911,733,0,65,100,886
15937,30,100,884,815,785,752,0,0,0,0,1129,1204,1156,1269,655,344,338,44,2,0.0000,0,1055,1104,0,100,100,1170
15942,14,100,530,608,454,546,0,0,0,0,627,549,657,775,424,237,254,31,2,0.0000,0,652,596,0,5,67,630
15955,19,100,0,0,0,0,456,775,447,476,297,447,476,476,149,0,0,0,0,0.0000,0,0,380,0,0,77,289
15957,19,100,797,854,754,726,0,0,0,0,841,806,777,914,421,250,246,5,0,0.0000,0,1157,1034,0,26,55,785
15963,25,100,425,460,419,398,0,0,0,0,529,533,507,680,362,208,206,10,0,0.0000,0,0,766,0,0,41,514
15966,19,100,0,0,0,0,901,827,902,876,935,902,876,890,468,0,0,0,0,0.0000,0,898,1009,0,100,95,944
15986,24,100,0,0,0,0,186,997,197,174,131,197,174,611,66,0,0,0,0,0.0000,0,0,521,0,0,22,119
15991,14,100,714,735,708,662,0,0,0,0,779,821,769,867,576,615,602,153,35,0.0000,0,825,632,0,100,100,781
16002,25,100,688,1010,715,661,0,0,0,0,741,789,730,1095,449,388,371,95,6,0.0000,0,672,959,0,66,37,744
16006,7,100,0,0,0,0,587,667,552,596,372,552,596,422,186,0,0,0,0,0.0000,0,0,458,0,0,41,367
16007,0,0,181,434,186,181,0,0,0,0,198,203,198,498,206,168,168,7,0,0.0000,0,0,393,0,0,5,198
16022,23,100,0,0,0,0,742,855,831,868,531,831,868,529,266,0,0,0,0,0.0000,0,586,322,0,94,40,526
16023,3,100,0,0,0,0,563,859,594,549,353,594,549,530,177,0,0,0,0,0.0000,0,0,1068,0,0,1,353
16025,30,100,0,0,0,0,809,860,900,917,531,900,917,527,379,0,0,0,0,0.0000,0,359,888,0,48,23,556
16032,4,100,753,945,639,780,0,0,0,0,772,666,813,981,596,258,278,20,0,0.0000,0,638,1114,0,100,100,782
16033,29,100,0,0,0,0,871,792,760,799,899,760,799,840,630,0,0,0,0,0.0000,0,1002,1071,0,100,64,832
16036,11,100,1028,1026,902,1083,0,0,0,0,1114,1045,1226,1169,641,331,349,21,2,0.0000,0,963,1195,0,100,100,1176
16042,13,100,1004,1152,843,1124,0,0,0,0,1080,962,1244,1273,631,400,455,51,5,0.0000,0,895,1218,0,100,60,1158
16048,11,100,760,1010,841,818,0,0,0,0,769,857,834,1029,385,318,313,23,0,0.0000,0,549,998,0,100,100,841
16057,30,100,0,0,0,0,792,913,980,910,575,980,910,580,371,0,0,0,0,0.0000,0,424,907,0,88,97,586
16060,14,100,1172,1434,1154,1133,0,0,0,0,1177,1162,1141,1443,692,310,309,6,0,0.0000,0,1230,1199,0,100,100,1147
16062,12,100,0,0,0,0,608,611,651,594,380,651,594,382,245,0,0,0,0,0.0000,0,0,267,0,0,9,380
16063,14,100,0,0,0,0,827,899,903,920,844,903,920,924,488,0,0,0,0,0.0000,0,639,784,0,95,35,940
16064,13,100,590,553,507,598,0,0,0,0,604,520,612,574,425,232,247,4,0,0.0000,0,393,735,0,1,79,591
16068,20,100,794,844,825,816,0,0,0,0,860,905,895,926,563,310,308,36,3,0.0000,0,798,663,0,22,67,895
16077,26,100,0,0,0,0,387,720,423,379,246,423,379,445,155,0,0,0,0,0.0000,0,0,900,0,0,10,246
16080,11,100,526,584,532,519,0,0,0,0,556,566,552,636,324,225,223,5,0,0.0000,0,418,632,0,12,58,556
16083,2,100,669,685,674,653,0,0,0,0,802,828,803,878,464,243,241,6,0,0.0000,0,393,747,0,2,88,809
16090,11,100,0,0,0,0,1005,1007,963,963,1061,963,963,1123,932,0,0,0,0,0.0000,0,981,1261,0,100,100,1067
16091,3,100,704,840,685,678,0,0,0,0,772,769,760,940,386,378,377,62,6,0.0000,0,617,947,0,14,87,760
16092,22,100,0,0,0,0,860,1035,813,756,890,813,756,1138,445,0,0,0,0,0.0000,0,910,1231,0,100,94,835
16095,22,100,0,0,0,0,918,917,949,918,588,949,918,569,375,0,0,0,0,0.0000,0,0,799,0,0,53,575
16106,25,100,558,795,480,569,0,0,0,0,594,516,609,852,297,277,296,49,3,0.0000,0,0,661,0,0,61,587
16113,14,100,0,0,0,0,1123,1085,1090,1027,1184,1090,1027,1204,764,0,0,0,0,0.0000,0,1252,1123,0,100,100,1160
16119,20,100,405,438,416,395,0,0,0,0,482,497,473,597,284,193,191,8,0,0.0000,0,393,571,0,1,29,479
16122,9,100,672,784,549,659,0,0,0,0,774,659,790,950,523,244,260,19,0,0.0000,0,586,949,0,18,100,755
16123,22,100,0,0,0,0,275,380,248,264,198,248,264,423,160,0,0,0,0,0.0000,0,0,684,0,0,33,183
16125,20,100,0,0,0,0,559,667,534,571,352,534,571,408,176,0,0,0,0,0.0000,0,0,726,0,0,36,340
16130,27,100,505,822,516,502,0,0,0,0,537,548,534,874,269,231,228,7,0,0.0000,0,0,1020,0,0,1,537
16143,5,100,0,0,0,0,587,842,525,563,394,525,563,515,197,0,0,0,0,0.0000,0,0,921,0,0,69,342
16145,30,100,604,628,528,639,0,0,0,0,733,645,778,810,367,244,264,4,0,0.0000,0,393,607,0,7,2,744
16147,17,100,0,0,0,0,559,884,545,569,344,545,569,539,172,0,0,0,0,0.0000,0,0,267,0,0,15,344
16151,3,100,982,1033,942,912,0,0,0,0,1027,1018,988,1110,672,388,384,61,6,0.0000,0,1052,1146,0,100,100,995
16167,8,100,0,0,0,0,968,967,953,981,1015,953,981,1050,583,0,0,0,0,0.0000,0,918,1068,0,100,100,1054
16179,1,100,555,647,568,550,0,0,0,0,591,606,586,699,346,240,237,22,0,0.0000,0,0,578,0,0,19,591
16182,2,100,0,0,0,0,857,969,966,1001,606,966,1001,600,346,0,0,0,0,0.0000,0,597,0,0,100,0,610
16185,1,100,0,0,0,0,677,658,665,683,423,665,683,412,271,0,0,0,0,0.0000,0,0,1068,0,0,17,423
16194,7,100,0,0,0,0,397,643,453,405,289,453,405,686,194,0,0,0,0,0.0000,0,0,282,0,0,100,290
16196,6,100,0,0,0,0,504,935,308,320,436,308,320,994,289,0,0,0,0,0.0000,0,879,1188,0,39,100,223
16197,7,100,0,0,0,0,968,928,913,931,1007,913,931,994,646,0,0,0,0,0.0000,0,1048,993,0,100,100,988
16198,30,100,0,0,0,0,604,927,518,538,396,518,538,620,198,0,0,0,0,0.0000,0,0,630,0,0,100,358
16199,21,100,0,0,0,0,815,800,790,827,517,790,827,496,259,0,0,0,0,0.0000,0,0,1009,0,0,20,502
16209,24,100,730,960,795,737,0,0,0,0,762,836,775,1005,597,302,293,33,3,0.0000,0,436,765,0,21,98,794
16210,4,100,0,0,0,0,725,720,711,746,451,711,746,442,257,0,0,0,0,0.0000,0,0,541,0,0,20,448
16214,8,100,456,456,468,455,0,0,0,0,514,527,513,553,376,278,276,45,3,0.0000,0,0,0,0,0,0,514
16215,6,100,482,478,466,444,0,0,0,0,549,543,519,599,360,375,367,100,9,0.0000,0,488,693,0,1,97,529
16226,2,100,746,760,605,779,0,0,0,0,837,703,893,881,482,651,741,123,21,0.0000,0,706,970,0,25,76,847
16237,16,100,0,0,0,0,916,833,851,875,945,851,875,875,598,0,0,0,0,0.0000,0,1064,753,0,100,76,905
16247,5,100,720,684,679,659,0,0,0,0,854,838,815,876,427,753,745,177,60,0.0000,0,1518,1065,0,3,100,820
16251,24,100,665,799,539,690,0,0,0,0,715,596,762,887,421,219,238,7,0,0.0000,0,668,876,0,60,31,714
16252,22,100,724,1041,602,753,0,0,0,0,743,620,774,1064,448,302,331,57,3,0.0000,0,907,550,0,17,21,738
16262,23,100,0,0,0,0,973,897,851,880,956,851,880,962,616,0,0,0,0,0.0000,0,973,1123,0,100,76,932
16270,13,100,0,0,0,0,1210,1134,1211,1182,1305,1211,1182,1278,835,0,0,0,0,0.0000,0,1250,1196,0,100,100,1351
16271,17,100,0,0,0,0,985,968,979,1001,1045,979,1001,1061,599,0,0,0,0,0.0000,0,952,1032,0,100,100,1093
16282,11,100,718,786,665,629,0,0,0,0,819,814,770,975,549,266,257,15,0,0.0000,0,939,807,0,71,72,781
16288,2,100,0,0,0,0,1049,970,979,1019,1103,979,1019,1059,703,0,0,0,0,0.0000,0,1064,1245,0,100,100,1098
16290,16,100,0,0,0,0,904,1028,983,1023,676,983,1023,637,429,0,0,0,0,0.0000,0,765,730,0,100,100,622
16291,2,100,997,907,894,865,0,0,0,0,1104,1072,1043,1085,862,264,262,8,0,0.0000,0,1169,1239,0,100,100,1049
16293,16,100,925,1135,899,861,0,0,0,0,994,1014,977,1254,766,335,330,53,6,0.0000,0,1012,992,0,100,100,986
16294,22,100,771,718,725,693,0,0,0,0,853,838,802,846,548,401,393,79,7,0.0000,0,872,985,0,34,100,816
16297,6,100,924,1004,897,846,0,0,0,0,1013,1046,994,1153,589,429,420,67,7,0.0000,0,938,1268,0,100,100,1008
16301,17,100,0,0,0,0,1300,1189,1220,1185,1392,1220,1185,1341,888,0,0,0,0,0.0000,0,1467,1442,0,100,100,1346
16303,11,100,844,939,644,896,0,0,0,0,868,675,936,979,574,231,258,4,0,0.0000,0,832,937,0,100,89,877
16306,15,100,0,0,0,0,627,729,669,610,385,669,610,446,288,0,0,0,0,0.0000,0,0,688,0,0,6,385
16307,19,100,0,0,0,0,957,1077,1097,1038,729,1097,1038,688,512,0,0,0,0,0.0000,0,839,720,0,100,100,675
16308,25,100,648,785,573,661,0,0,0,0,674,599,690,820,513,259,274,30,0,0.0000,0,0,712,0,0,75,670
16309,6,100,0,0,0,0,611,670,588,630,383,588,630,418,251,0,0,0,0,0.0000,0,0,897,0,0,12,383
16314,16,100,862,837,681,809,0,0,0,0,926,776,919,954,600,283,311,19,0,0.0000,0,990,980,0,100,100,885
16318,14,100,874,814,779,734,0,0,0,0,1013,1019,962,1076,584,359,347,34,3,0.0000,0,1108,938,0,100,100,978
16324,5,100,0,0,0,0,954,1069,1101,1067,713,1101,1067,671,548,0,0,0,0,0.0000,0,832,574,0,100,100,676
16329,17,100,885,863,650,890,0,0,0,0,1033,805,1090,1063,669,262,304,8,0,0.0000,0,1228,825,0,43,64,1017
16331,7,100,816,834,651,871,0,0,0,0,851,691,924,887,552,252,280,3,0,0.0000,0,748,954,0,48,100,858
16334,7,100,0,0,0,0,734,838,795,827,530,795,827,516,265,0,0,0,0,0.0000,0,568,832,0,100,29,502
16338,5,100,809,854,827,819,0,0,0,0,834,864,856,893,417,319,317,46,3,0.0000,0,747,933,0,63,100,856
16339,20,100,0,0,0,0,606,695,640,592,394,640,592,434,197,0,0,0,0,0.0000,0,0,648,0,0,45,378
16342,21,100,0,0,0,0,822,928,864,892,560,864,892,567,280,0,0,0,0,0.0000,0,704,498,0,46,73,538
16344,1,100,0,0,0,0,1022,999,983,1010,1071,983,1010,1083,613,0,0,0,0,0.0000,0,1024,1152,0,100,100,1081
16346,16,100,0,0,0,0,733,757,779,729,473,779,729,472,338,0,0,0,0,0.0000,0,0,640,0,0,51,462
16350,29,100,804,822,791,764,0,0,0,0,897,927,896,966,449,532,524,103,11,0.0000,0,793,932,0,55,100,906
16352,3,100,1059,1037,988,967,0,0,0,0,1140,1124,1103,1172,738,380,376,44,2,0.0000,0,1171,1236,0,100,100,1108
16353,6,100,0,0,0,0,565,708,506,531,373,506,531,474,254,0,0,0,0,0.0000,0,0,532,0,0,81,351
16359,8,100,0,0,0,0,817,940,978,935,523,978,935,580,303,0,0,0,0,0.0000,0,267,0,0,51,0,583
16360,24,100,0,0,0,0,815,792,804,822,507,804,822,493,359,0,0,0,0,0.0000,0,0,1068,0,0,4,507
16362,20,100,885,846,842,825,0,0,0,0,958,964,946,971,618,307,304,19,0,0.0000,0,919,1110,0,100,100,952
16381,22,100,519,708,534,495,0,0,0,0,585,612,568,816,293,302,292,71,1,0.0000,0,531,687,0,8,46,580
16388,6,100,0,0,0,0,798,822,794,831,834,794,831,881,543,0,0,0,0,0.0000,0,685,1097,0,100,96,876
16396,4,100,0,0,0,0,820,817,793,819,866,793,819,884,433,0,0,0,0,0.0000,0,735,1149,0,61,100,871
16402,27,100,318,378,294,287,0,0,0,0,351,329,321,466,176,197,197,19,0,0.0000,0,0,1282,0,0,23,322
16414,14,100,928,828,841,813,0,0,0,0,1033,1020,987,1010,733,273,270,5,0,0.0000,0,1067,1157,0,100,100,995
16417,28,100,0,0,0,0,703,783,771,800,508,771,800,484,323,0,0,0,0,0.0000,0,525,933,0,100,38,486
16418,1,100,0,0,0,0,580,527,503,553,386,503,553,360,219,0,0,0,0,0.0000,0,0,528,0,0,100,363
16423,3,100,842,891,872,812,0,0,0,0,894,947,883,969,586,369,358,67,7,0.0000,0,834,1066,0,71,54,902
16426,17,100,820,949,650,807,0,0,0,0,861,697,863,1008,431,340,381,40,5,0.0000,0,918,1056,0,32,100,821
16432,18,100,0,0,0,0,835,965,921,946,607,921,946,596,517,0,0,0,0,0.0000,0,671,573,0,100,47,577
16444,25,100,0,0,0,0,890,938,951,923,562,951,923,577,364,0,0,0,0,0.0000,0,0,434,0,0,70,575
16445,16,100,356,477,280,380,0,0,0,0,404,320,429,564,363,324,355,107,9,0.0000,0,393,393,0,3,7,404
16447,23,100,988,1022,1019,1007,0,0,0,0,1055,1131,1119,1135,690,494,492,122,10,0.0000,0,886,1180,0,100,100,1119
16450,3,100,0,0,0,0,814,793,774,798,868,774,798,854,617,0,0,0,0,0.0000,0,0,1093,0,0,76,846
16456,9,100,917,1028,987,950,0,0,0,0,932,1012,974,1052,842,321,314,5,0,0.0000,0,848,823,0,100,64,984
16457,25,100,922,909,921,884,0,0,0,0,1007,1056,1019,1044,802,366,361,56,4,0.0000,0,920,1105,0,92,100,1028
16464,15,100,0,0,0,0,821,962,875,897,592,875,897,590,465,0,0,0,0,0.0000,0,687,267,0,100,1,545
16469,9,100,0,0,0,0,722,799,773,791,527,773,791,516,374,0,0,0,0,0.0000,0,577,534,0,81,37,507
16472,20,100,0,0,0,0,932,903,950,893,974,950,893,965,763,0,0,0,0,0.0000,0,987,976,0,100,17,967
16475,25,100,711,758,620,728,0,0,0,0,771,679,794,834,564,426,456,99,11,0.0000,0,393,904,0,0,43,763
16480,10,100,0,0,0,0,760,797,808,754,474,808,754,494,378,0,0,0,0,0.0000,0,0,368,0,0,23,477
16486,9,100,884,899,703,851,0,0,0,0,982,849,1017,1066,644,650,709,119,24,0.0000,0,965,1040,0,100,100,981
16487,1,100,793,821,780,773,0,0,0,0,820,826,819,870,472,306,305,12,0,0.0000,0,789,923,0,100,100,819
16496,2,100,0,0,0,0,789,822,815,854,796,815,854,878,649,0,0,0,0,0.0000,0,601,839,0,100,85,890
16500,13,100,858,847,856,820,0,0,0,0,966,1037,995,1028,777,676,665,138,30,0.0000,0,940,779,0,100,99,1003
16503,7,100,728,698,607,726,0,0,0,0,808,715,852,842,525,328,355,42,5,0.0000,0,766,884,0,67,100,810
16509,3,100,347,806,338,336,0,0,0,0,355,347,345,825,178,221,221,8,0,0.0000,0,0,694,0,0,21,345
16511,14,100,0,0,0,0,1029,937,904,877,1072,904,877,1019,609,0,0,0,0,0.0000,0,1285,1114,0,100,100,958
16514,9,100,784,856,693,804,0,0,0,0,865,797,922,980,643,346,373,42,4,0.0000,0,795,824,0,52,100,889
16517,7,100,0,0,0,0,785,784,785,812,503,785,812,489,322,0,0,0,0,0.0000,0,0,582,0,0,52,498
16519,8,100,0,0,0,0,896,919,889,924,940,889,924,976,819,0,0,0,0,0.0000,0,988,675,0,100,100,960
16528,20,100,237,508,174,256,0,0,0,0,244,180,264,530,122,169,182,9,0,0.0000,0,0,393,0,0,4,244
16530,7,100,0,0,0,0,939,917,891,924,984,891,924,995,705,0,0,0,0,0.0000,0,1016,879,0,100,100,985
16533,24,100,0,0,0,0,302,355,369,281,199,369,281,228,165,0,0,0,0,0.0000,0,0,267,0,0,28,197
16537,1,100,0,0,0,0,950,1041,958,996,1006,958,996,1129,745,0,0,0,0,0.0000,0,988,760,0,100,88,1048
16542,10,100,729,846,704,822,0,0,0,0,753,741,864,889,758,319,347,26,2,0.0000,0,606,721,0,100,100,832
16546,0,0,446,597,457,441,0,0,0,0,470,481,464,638,326,257,255,26,3,0.0000,0,0,0,0,0,0,470
16547,6,100,694,700,716,709,0,0,0,0,835,904,896,912,809,685,683,138,30,0.0000,0,503,871,0,41,81,896
16557,1,100,0,0,0,0,729,852,803,761,474,803,761,530,389,0,0,0,0,0.0000,0,409,587,0,28,7,483
16560,28,100,0,0,0,0,590,886,670,706,413,670,706,544,323,0,0,0,0,0.0000,0,368,512,0,93,50,426
16562,30,100,811,774,633,835,0,0,0,0,876,699,921,861,561,224,246,4,0,0.0000,0,672,1124,0,25,91,862
16568,18,100,0,0,0,0,626,671,604,643,398,604,643,425,230,0,0,0,0,0.0000,0,0,626,0,0,6,398
16576,2,100,874,898,933,873,0,0,0,0,938,1004,943,969,608,328,318,26,2,0.0000,0,0,703,0,0,66,961
16578,29,100,887,811,844,816,0,0,0,0,922,904,875,872,586,314,310,25,2,0.0000,0,963,1031,0,100,100,884
16586,20,100,0,0,0,0,170,430,198,151,123,198,151,277,121,0,0,0,0,0.0000,0,0,267,0,0,20,119
16587,19,100,899,830,872,862,0,0,0,0,928,920,909,878,590,351,349,58,3,0.0000,0,948,977,0,100,100,909
16593,25,100,618,792,637,613,0,0,0,0,685,706,681,881,406,537,530,123,25,0.0000,0,0,469,0,0,5,685
16594,1,100,441,528,454,438,0,0,0,0,484,499,482,609,242,216,213,7,0,0.0000,0,0,465,0,0,2,484
16596,6,100,666,716,705,646,0,0,0,0,776,837,768,874,638,246,237,13,0,0.0000,0,636,759,0,15,52,787
16606,17,100,0,0,0,0,900,1028,1014,1034,650,1014,1034,637,416,0,0,0,0,0.0000,0,670,714,0,100,56,636
16607,11,100,753,762,640,836,0,0,0,0,812,721,939,866,468,261,296,12,0,0.0000,0,677,795,0,97,100,879
16609,7,100,0,0,0,0,739,872,847,896,495,847,896,540,363,0,0,0,0,0.0000,0,267,625,0,59,71,545
16615,8,100,653,625,605,599,0,0,0,0,761,748,740,822,498,240,239,10,0,0.0000,0,850,808,0,36,90,740
16621,6,100,919,976,942,909,0,0,0,0,988,1057,1024,1095,964,540,532,121,14,0.0000,0,888,1021,0,100,100,1032
16626,18,100,1114,1339,952,1166,0,0,0,0,1132,983,1198,1370,762,386,421,56,2,0.0000,0,1065,1274,0,100,100,1142
16639,0,0,480,532,497,477,0,0,0,0,552,574,550,651,276,333,328,66,6,0.0000,0,0,393,0,0,30,557
16652,29,100,686,859,580,710,0,0,0,0,734,641,776,931,500,478,524,122,10,0.0000,0,657,902,0,55,56,743
16661,16,100,230,258,164,248,0,0,0,0,251,179,269,325,219,159,171,12,0,0.0000,0,0,393,0,0,4,251
16662,25,100,748,766,589,793,0,0,0,0,817,677,907,887,789,281,305,82,6,0.0000,0,690,907,0,79,100,848
16664,26,100,172,428,121,188,0,0,0,0,204,148,221,518,213,263,286,90,8,0.0000,0,0,393,0,0,6,204
16671,27,100,812,696,741,716,0,0,0,0,972,1008,975,999,772,354,347,36,2,0.0000,0,930,1038,0,100,87,984
16673,22,100,0,0,0,0,637,786,621,655,410,621,655,485,275,0,0,0,0,0.0000,0,0,638,0,0,56,395
16675,27,100,0,0,0,0,711,751,750,707,450,750,707,469,259,0,0,0,0,0.0000,0,0,453,0,0,29,450
16679,29,100,0,0,0,0,1328,1216,1200,1248,1423,1200,1248,1375,1105,0,0,0,0,0.0000,0,1485,1456,0,100,100,1387
16682,2,100,917,941,739,1033,0,0,0,0,965,808,1113,1021,774,251,299,33,0,0.0000,0,822,923,0,100,100,1043
16694,26,100,651,816,648,624,0,0,0,0,749,758,731,957,375,299,294,33,2,0.0000,0,985,806,0,7,41,738
16695,7,100,702,621,631,622,0,0,0,0,803,801,790,834,700,624,622,115,20,0.0000,0,805,865,0,100,100,791
16697,14,100,0,0,0,0,1092,997,957,984,1138,957,984,1086,725,0,0,0,0,0.0000,0,1277,1217,0,100,100,1055
