player_id,league_id,team_id,sub_league_id,award_id,year,season,position,day,month
876,100,25,1,0,2008,2008,0,22,9
876,100,30,1,9,2012,2012,0,8,7
876,100,30,1,0,2012,2012,0,16,7
876,100,30,1,0,2012,2012,0,27,8
876,100,30,1,11,2012,2012,9,13,11
876,100,30,1,5,2012,2012,0,17,11
876,100,30,1,9,2013,2013,0,14,7
876,100,30,1,0,2013,2013,0,5,8
880,100,29,1,14,2001,2001,0,4,11
886,100,30,1,14,2000,2000,0,31,10
887,100,30,1,14,2000,2000,0,31,10
887,100,30,1,14,2002,2002,0,31,10
892,100,25,1,9,2000,2000,0,9,7
892,100,25,1,13,2000,2000,0,10,11
925,100,23,1,1,2000,2000,0,1,6
948,100,21,1,0,2002,2002,0,15,4
948,100,21,1,11,2002,2002,8,11,11
948,100,21,1,11,2004,2004,9,10,11
948,100,21,1,9,2009,2009,0,12,7
948,100,21,1,0,2010,2010,0,14,6
1011,100,18,1,0,2000,2000,0,8,5
1025,100,21,1,0,2002,2002,0,15,7
1025,100,21,1,0,2005,2005,0,23,5
1101,100,5,0,14,2005,2005,0,30,10
1101,100,5,0,14,2007,2007,0,30,10
1110,100,23,1,7,2000,2000,2,9,11
1187,100,29,1,14,2001,2001,0,4,11
1228,100,29,1,9,2000,2000,0,9,7
1228,100,29,1,0,2000,2000,0,11,9
1228,100,29,1,7,2000,2000,7,9,11
1228,100,29,1,11,2000,2000,7,11,11
1228,100,29,1,5,2000,2000,0,15,11
1228,100,29,1,0,2001,2001,0,16,4
1228,100,29,1,9,2001,2001,0,8,7
1228,100,29,1,15,2001,2001,1,24,10
1228,100,29,1,14,2001,2001,0,4,11
1228,100,29,1,11,2001,2001,7,15,11
1228,100,29,1,0,2002,2002,0,8,7
1228,100,29,1,2,2002,2002,0,1,8
1228,100,29,1,5,2002,2002,0,15,11
1228,100,29,1,0,2003,2003,0,21,4
1228,100,29,1,2,2003,2003,0,1,5
1228,100,29,1,9,2003,2003,0,13,7
1228,100,29,1,2,2003,2003,0,1,8
1228,100,29,1,5,2003,2003,0,8,11
1228,100,29,1,0,2004,2004,0,17,5
1228,100,29,1,9,2004,2004,0,11,7
1228,100,29,1,11,2004,2004,7,10,11
1228,100,29,1,5,2004,2004,0,14,11
1228,100,29,1,9,2006,2006,0,9,7
1255,100,18,1,0,2000,2000,0,3,7
1255,100,18,1,9,2001,2001,0,8,7
1255,100,9,0,14,2003,2003,0,24,10
1255,100,5,0,14,2005,2005,0,30,10
1255,100,5,0,0,2006,2006,0,3,7
1255,100,5,0,15,2006,2006,2,13,10
1257,100,28,1,7,2000,2000,4,9,11
1257,100,11,0,0,2001,2001,0,7,5
1257,100,11,0,0,2001,2001,0,18,6
1257,100,11,0,9,2001,2001,0,8,7
1257,100,11,0,0,2001,2001,0,23,7
1257,100,11,0,0,2002,2002,0,22,4
1257,100,11,0,9,2002,2002,0,8,7
1257,100,11,0,0,2003,2003,0,19,5
1257,100,11,0,9,2003,2003,0,13,7
1288,100,5,0,14,2007,2007,0,30,10
1394,100,5,0,0,2003,2003,0,9,6
1394,100,5,0,2,2003,2003,0,1,7
1394,100,5,0,9,2003,2003,0,13,7
1394,100,13,0,9,2008,2008,0,13,7
1394,100,13,0,11,2008,2008,10,9,11
1394,100,17,1,0,2009,2009,0,1,6
1394,100,17,1,15,2009,2009,2,13,10
1443,100,5,0,0,2001,2001,0,30,7
1443,100,11,0,9,2009,2009,0,12,7
1596,100,7,0,0,2001,2001,0,4,6
1682,100,30,1,14,2000,2000,0,31,10
1723,100,4,0,1,2001,2001,0,1,9
1723,100,4,0,1,2001,2001,0,1,10
1723,100,4,0,4,2001,2001,0,18,11
1723,100,4,0,9,2002,2002,0,8,7
1723,100,20,1,1,2012,2012,0,1,7
1731,100,11,0,0,2000,2000,0,22,5
1731,100,11,0,9,2000,2000,0,9,7
1749,100,5,0,9,2000,2000,0,9,7
1781,100,16,1,1,2001,2001,0,1,5
1781,100,16,1,9,2001,2001,0,8,7
1793,100,5,0,15,2001,2001,1,23,10
1793,100,5,0,0,2003,2003,0,14,4
1795,100,20,1,9,2002,2002,0,8,7
1795,100,27,1,9,2013,2013,0,14,7
1795,100,27,1,14,2013,2013,0,27,10
1800,100,23,1,0,2000,2000,0,29,5
1800,100,23,1,0,2000,2000,0,12,6
1800,100,23,1,0,2000,2000,0,18,9
1800,100,23,1,11,2000,2000,9,11,11
1800,100,23,1,9,2001,2001,0,8,7
1800,100,19,1,0,2004,2004,0,10,5
1800,100,19,1,9,2004,2004,0,11,7
1825,100,26,1,3,2000,2000,0,1,7
1825,100,26,1,7,2002,2002,7,9,11
1825,100,26,1,0,2003,2003,0,19,5
1825,100,26,1,0,2006,2006,0,1,5
1825,100,26,1,0,2006,2006,0,14,8
1897,100,5,0,14,2007,2007,0,30,10
1900,100,15,1,14,2008,2008,0,29,10
1913,100,24,1,7,2000,2000,6,9,11
1913,100,24,1,7,2002,2002,6,9,11
1930,100,30,1,14,2002,2002,0,31,10
1968,100,11,0,0,2003,2003,0,21,7
1968,100,11,0,7,2003,2003,8,2,11
2091,100,30,1,1,2004,2004,0,1,10
2091,100,30,1,1,2009,2009,0,1,9
2160,100,18,1,9,2003,2003,0,13,7
2160,100,18,1,0,2004,2004,0,24,5
2160,100,18,1,7,2004,2004,3,8,11
2186,100,20,1,7,2004,2004,4,8,11
2186,100,20,1,7,2005,2005,4,8,11
2186,100,8,0,7,2006,2006,4,12,11
2193,100,21,1,15,2001,2001,2,17,10
2193,100,19,1,0,2004,2004,0,6,9
2193,100,19,1,7,2004,2004,5,8,11
2193,100,24,1,7,2005,2005,5,8,11
2204,100,13,0,0,2007,2007,0,16,4
2204,100,13,0,0,2008,2008,0,28,4
2296,100,10,0,0,2003,2003,0,26,5
2296,100,10,0,9,2003,2003,0,13,7
2296,100,10,0,7,2003,2003,5,2,11
2296,100,10,0,7,2004,2004,5,8,11
2296,100,10,0,7,2005,2005,5,8,11
2296,100,10,0,0,2006,2006,0,31,7
2296,100,10,0,0,2007,2007,0,16,7
2305,100,7,0,1,2012,2012,0,1,9
2332,100,9,0,14,2003,2003,0,24,10
2332,100,15,1,9,2004,2004,0,11,7
2343,100,30,1,14,2000,2000,0,31,10
2343,100,29,1,14,2001,2001,0,4,11
2377,100,11,0,7,2002,2002,5,9,11
2447,100,15,1,14,2008,2008,0,29,10
2452,100,30,1,14,2000,2000,0,31,10
2474,100,17,1,9,2002,2002,0,8,7
2474,100,17,1,1,2002,2002,0,1,9
2474,100,17,1,4,2002,2002,0,14,11
2477,100,9,0,14,2003,2003,0,24,10
2611,100,5,0,1,2000,2000,0,1,10
2611,100,5,0,4,2000,2000,0,14,11
2611,100,1,0,14,2004,2004,0,30,10
2611,100,1,0,1,2005,2005,0,1,8
2611,100,10,0,9,2013,2013,0,14,7
2644,100,2,0,9,2003,2003,0,13,7
2644,100,20,0,7,2003,2003,3,2,11
2728,100,17,1,0,2001,2001,0,11,6
2770,100,13,0,9,2002,2002,0,8,7
2770,100,13,0,13,2002,2002,0,10,11
2770,100,13,0,9,2003,2003,0,13,7
2770,100,13,0,13,2003,2003,0,3,11
2770,100,13,0,9,2006,2006,0,9,7
2773,100,2,0,0,2002,2002,0,9,9
2860,100,12,0,0,2001,2001,0,6,8
3000,100,30,1,14,2002,2002,0,31,10
3003,100,14,0,0,2000,2000,0,7,8
3003,100,29,1,7,2003,2003,9,2,11
3003,100,12,0,0,2004,2004,0,2,8
3220,100,23,1,1,2006,2006,0,1,8
3220,100,15,1,9,2007,2007,0,8,7
3220,100,15,1,14,2008,2008,0,29,10
3221,100,30,1,14,2000,2000,0,31,10
3221,100,29,1,14,2001,2001,0,4,11
3347,100,14,0,0,2000,2000,0,15,5
3347,100,14,0,0,2000,2000,0,17,7
3347,100,14,0,0,2000,2000,0,14,8
3347,100,14,0,2,2000,2000,0,1,9
3347,100,14,0,11,2000,2000,3,11,11
3347,100,14,0,5,2000,2000,0,15,11
3347,100,14,0,9,2001,2001,0,8,7
3347,100,14,0,7,2001,2001,3,13,11
3347,100,14,0,0,2002,2002,0,1,7
3347,100,14,0,9,2002,2002,0,8,7
3347,100,14,0,9,2003,2003,0,13,7
3347,100,14,0,9,2004,2004,0,11,7
3347,100,14,0,0,2004,2004,0,9,8
3347,100,20,1,9,2005,2005,0,10,7
3347,100,20,1,0,2005,2005,0,12,9
3347,100,25,1,9,2007,2007,0,8,7
3349,100,30,1,14,2002,2002,0,31,10
3355,100,9,0,14,2003,2003,0,24,10
3355,100,5,0,14,2007,2007,0,30,10
3384,100,17,1,1,2007,2007,0,1,8
3453,100,5,0,7,2002,2002,2,9,11
3481,100,30,1,14,2002,2002,0,31,10
3690,100,30,1,14,2000,2000,0,31,10
3690,100,30,1,0,2001,2001,0,21,5
3690,100,30,1,0,2001,2001,0,4,6
3690,100,30,1,0,2001,2001,0,18,6
3690,100,30,1,0,2002,2002,0,22,4
3690,100,30,1,0,2002,2002,0,10,6
3690,100,30,1,14,2002,2002,0,31,10
3690,100,30,1,7,2002,2002,9,9,11
3690,100,22,1,0,2005,2005,0,20,6
3690,100,3,0,15,2007,2007,2,6,10
3774,100,29,1,14,2001,2001,0,4,11
3781,100,15,1,6,2000,2000,0,12,11
3781,100,10,0,0,2003,2003,0,15,9
3782,100,26,1,14,2010,2010,0,31,10
3791,100,4,0,11,2000,2000,4,11,11
3812,100,7,0,0,2000,2000,0,10,4
3812,100,7,0,0,2000,2000,0,8,5
3812,100,7,0,9,2000,2000,0,9,7
3812,100,7,0,7,2000,2000,9,9,11
3812,100,7,0,9,2001,2001,0,8,7
3812,100,4,0,9,2005,2005,0,10,7
3812,100,4,0,0,2005,2005,0,11,7
3812,100,4,0,11,2005,2005,9,10,11
3812,100,4,0,5,2005,2005,0,14,11
3812,100,4,0,0,2006,2006,0,24,7
3812,100,4,0,2,2006,2006,0,1,10
3850,100,28,1,9,2004,2004,0,11,7
3882,100,30,1,9,2000,2000,0,9,7
3882,100,30,1,2,2000,2000,0,1,9
3882,100,30,1,14,2000,2000,0,31,10
3882,100,30,1,7,2000,2000,8,9,11
3882,100,30,1,11,2000,2000,8,11,11
3882,100,30,1,0,2001,2001,0,23,4
3882,100,30,1,9,2001,2001,0,8,7
3882,100,30,1,9,2002,2002,0,8,7
3882,100,30,1,15,2002,2002,1,20,10
3882,100,30,1,14,2002,2002,0,31,10
3882,100,30,1,9,2003,2003,0,13,7
3882,100,30,1,9,2004,2004,0,11,7
3882,100,30,1,15,2004,2004,2,14,10
3882,100,30,1,11,2004,2004,8,10,11
3882,100,30,1,5,2004,2004,0,14,11
3982,100,20,1,0,2003,2003,0,7,4
4027,100,1,0,7,2000,2000,7,9,11
4027,100,1,0,7,2002,2002,8,9,11
4027,100,1,0,14,2004,2004,0,30,10
4027,100,1,0,7,2005,2005,3,8,11
4036,100,14,0,9,2000,2000,0,9,7
4036,100,14,0,9,2001,2001,0,8,7
4036,100,1,0,9,2004,2004,0,11,7
4036,100,1,0,14,2004,2004,0,30,10
4036,100,1,0,4,2004,2004,0,13,11
4053,100,29,1,1,2000,2000,0,1,10
4053,100,29,1,9,2001,2001,0,8,7
4053,100,29,1,14,2001,2001,0,4,11
4088,100,3,0,0,2000,2000,0,24,7
4088,100,3,0,11,2000,2000,8,11,11
4157,100,12,0,9,2011,2011,0,10,7
4157,100,12,0,14,2011,2011,0,1,11
4157,100,12,0,13,2011,2011,0,11,11
4157,100,12,1,14,2013,2013,0,27,10
4173,100,30,1,14,2002,2002,0,31,10
4196,100,29,1,14,2001,2001,0,4,11
4196,100,29,1,0,2004,2004,0,9,8
4196,100,29,1,7,2006,2006,5,12,11
4245,100,6,0,0,2002,2002,0,15,4
4280,100,5,0,9,2000,2000,0,9,7
4280,100,30,1,14,2002,2002,0,31,10
4352,100,9,0,14,2003,2003,0,24,10
4376,100,14,0,0,2000,2000,0,5,6
4376,100,14,0,9,2000,2000,0,9,7
4406,100,3,0,0,2002,2002,0,5,8
4491,100,4,0,9,2001,2001,0,8,7
4491,100,10,0,9,2003,2003,0,13,7
4491,100,5,0,14,2007,2007,0,30,10
4616,100,5,0,0,2000,2000,0,21,8
4616,100,5,0,0,2000,2000,0,18,9
4616,100,5,0,7,2000,2000,5,9,11
4636,100,1,0,0,2002,2002,0,22,7
4641,100,29,1,14,2001,2001,0,4,11
4641,100,5,0,14,2007,2007,0,30,10
4647,100,16,1,11,2002,2002,6,11,11
4647,100,16,1,0,2005,2005,0,25,4
4647,100,16,1,11,2005,2005,6,10,11
4647,100,22,1,7,2006,2006,6,12,11
4647,100,22,1,0,2009,2009,0,13,4
4665,100,22,1,9,2003,2003,0,13,7
4665,100,22,1,13,2003,2003,0,3,11
4665,100,22,1,1,2004,2004,0,1,6
4665,100,22,1,9,2004,2004,0,11,7
4665,100,22,1,13,2004,2004,0,9,11
4665,100,22,1,9,2005,2005,0,10,7
4665,100,22,1,13,2005,2005,0,9,11
4679,100,29,1,14,2001,2001,0,4,11
4679,100,1,0,14,2004,2004,0,30,10
4721,100,26,1,0,2000,2000,0,19,6
4739,100,11,0,9,2000,2000,0,9,7
4742,100,9,0,14,2003,2003,0,24,10
4749,100,3,0,0,2000,2000,0,1,5
4749,100,3,0,9,2000,2000,0,9,7
4749,100,3,0,2,2002,2002,0,1,5
4749,100,3,0,9,2002,2002,0,8,7
4749,100,3,0,0,2002,2002,0,26,8
4749,100,3,0,15,2002,2002,2,11,10
4771,100,29,1,14,2001,2001,0,4,11
4779,100,1,0,7,2008,2008,1,7,11
4897,100,10,0,0,2000,2000,0,3,7
4897,100,10,0,9,2000,2000,0,9,7
4897,100,10,0,7,2000,2000,3,9,11
4897,100,10,0,2,2001,2001,0,1,8
4897,100,9,0,0,2003,2003,0,5,5
4897,100,9,0,2,2003,2003,0,1,6
4897,100,9,0,9,2003,2003,0,13,7
4897,100,9,0,15,2003,2003,1,12,10
4897,100,9,0,14,2003,2003,0,24,10
4897,100,9,0,0,2006,2006,0,8,5
4897,100,10,0,9,2009,2009,0,12,7
4897,100,5,0,14,2014,2014,0,28,10
4948,100,27,1,9,2001,2001,0,8,7
4948,100,27,1,0,2001,2001,0,24,9
4948,100,27,1,9,2002,2002,0,8,7
4948,100,28,1,0,2004,2004,0,30,8
4948,100,28,1,9,2005,2005,0,10,7
5010,100,1,0,0,2000,2000,0,28,8
5010,100,1,0,9,2001,2001,0,8,7
5010,100,1,0,15,2004,2004,1,20,10
5010,100,14,0,0,2006,2006,0,12,6
5010,100,14,0,9,2006,2006,0,9,7
5010,100,14,0,7,2006,2006,5,12,11
5010,100,30,1,0,2008,2008,0,7,7
5010,100,30,1,9,2008,2008,0,13,7
5013,100,16,1,7,2000,2000,1,9,11
5013,100,16,1,11,2000,2000,1,11,11
5013,100,16,1,9,2002,2002,0,8,7
5038,100,26,1,14,2010,2010,0,31,10
5075,100,29,1,14,2001,2001,0,4,11
5099,100,5,0,15,2001,2001,2,16,10
5102,100,15,1,0,2000,2000,0,17,4
5102,100,15,1,2,2000,2000,0,1,5
5102,100,15,1,0,2000,2000,0,17,7
5102,100,15,1,0,2001,2001,0,30,7
5102,100,15,1,9,2003,2003,0,13,7
5102,100,15,1,0,2004,2004,0,5,7
5102,100,15,1,9,2005,2005,0,10,7
5102,100,15,1,0,2006,2006,0,10,4
5228,100,18,1,9,2001,2001,0,8,7
5278,100,22,1,7,2000,2000,9,9,11
5278,100,22,1,9,2001,2001,0,8,7
5278,100,22,1,0,2001,2001,0,10,9
5278,100,22,1,0,2002,2002,0,17,6
5278,100,22,1,0,2003,2003,0,28,7
5278,100,22,1,0,2004,2004,0,7,6
5305,100,12,0,9,2001,2001,0,8,7
5316,100,18,1,9,2000,2000,0,9,7
5316,100,18,1,0,2004,2004,0,31,5
5316,100,18,1,0,2005,2005,0,11,4
5316,100,18,1,0,2006,2006,0,19,6
5331,100,27,1,14,2013,2013,0,27,10
5349,100,29,1,0,2003,2003,0,16,6
5383,100,22,1,7,2001,2001,4,13,11
5383,100,17,1,7,2003,2003,4,2,11
5383,100,7,0,9,2006,2006,0,9,7
5390,100,8,0,1,2003,2003,0,1,5
5398,100,24,1,9,2000,2000,0,9,7
5398,100,24,1,0,2001,2001,0,28,5
5398,100,24,1,2,2001,2001,0,1,6
5398,100,24,1,9,2001,2001,0,8,7
5398,100,24,1,11,2001,2001,9,15,11
5398,100,24,1,5,2001,2001,0,19,11
5398,100,24,1,0,2002,2002,0,3,6
5398,100,24,1,0,2002,2002,0,22,7
5398,100,24,1,9,2003,2003,0,13,7
5398,100,1,0,0,2004,2004,0,12,4
5398,100,1,0,9,2004,2004,0,11,7
5398,100,1,0,0,2004,2004,0,6,9
5398,100,1,0,14,2004,2004,0,30,10
5398,100,1,0,0,2005,2005,0,27,6
5398,100,1,0,2,2005,2005,0,1,7
5398,100,1,0,0,2005,2005,0,4,7
5398,100,1,0,9,2005,2005,0,10,7
5398,100,1,0,0,2007,2007,0,9,4
5398,100,1,0,2,2007,2007,0,1,5
5398,100,1,0,0,2007,2007,0,4,6
5398,100,1,0,9,2007,2007,0,8,7
5398,100,1,0,2,2007,2007,0,1,8
5398,100,1,0,11,2007,2007,9,10,11
5398,100,1,0,0,2008,2008,0,7,7
5398,100,1,0,9,2008,2008,0,13,7
5398,100,1,0,11,2008,2008,9,9,11
5404,100,6,0,9,2004,2004,0,11,7
5404,100,6,0,9,2005,2005,0,10,7
5404,100,6,0,9,2006,2006,0,9,7
5404,100,6,0,15,2006,2006,1,23,10
5404,100,6,0,11,2006,2006,6,14,11
5404,100,6,0,0,2007,2007,0,13,8
5404,100,6,0,11,2007,2007,6,10,11
5404,100,6,0,0,2010,2010,0,19,4
5405,100,1,0,14,2004,2004,0,30,10
5405,100,11,0,7,2007,2007,9,8,11
5441,100,24,1,0,2008,2008,0,31,3
5441,100,24,1,9,2008,2008,0,13,7
5469,100,30,1,14,2000,2000,0,31,10
5469,100,30,1,14,2002,2002,0,31,10
5498,100,2,0,7,2001,2001,4,13,11
5498,100,2,0,7,2002,2002,4,9,11
5522,100,14,0,4,2002,2002,0,14,11
5522,100,14,0,1,2004,2004,0,1,6
5522,100,14,0,9,2004,2004,0,11,7
5522,100,14,0,9,2005,2005,0,10,7
5522,100,14,0,4,2006,2006,0,17,11
5522,100,14,0,9,2008,2008,0,13,7
5522,100,14,0,4,2008,2008,0,12,11
5522,100,14,0,9,2009,2009,0,12,7
5522,100,26,1,9,2010,2010,0,11,7
5522,100,26,1,14,2010,2010,0,31,10
5522,100,26,1,4,2010,2010,0,14,11
5522,100,26,1,5,2010,2010,0,15,11
5522,100,26,1,9,2011,2011,0,10,7
5569,100,14,0,9,2000,2000,0,9,7
5575,100,9,0,14,2003,2003,0,24,10
5584,100,25,1,9,2000,2000,0,9,7
5584,100,19,1,11,2002,2002,1,11,11
5584,100,16,1,11,2003,2003,1,4,11
5584,100,16,1,9,2004,2004,0,11,7
5584,100,16,1,14,2006,2006,0,3,11
5833,100,23,1,7,2001,2001,1,13,11
5912,100,13,0,7,2000,2000,1,9,11
5917,100,19,1,0,2000,2000,0,5,6
5917,100,19,1,9,2000,2000,0,9,7
5917,100,19,1,0,2000,2000,0,31,7
5917,100,19,1,2,2000,2000,0,1,8
5917,100,19,1,0,2000,2000,0,7,8
5917,100,19,1,0,2000,2000,0,14,8
5917,100,19,1,0,2000,2000,0,4,9
5917,100,19,1,2,2000,2000,0,1,10
5917,100,19,1,11,2000,2000,3,11,11
5917,100,19,1,5,2000,2000,0,15,11
5917,100,19,1,0,2001,2001,0,30,4
5917,100,19,1,2,2001,2001,0,1,5
5917,100,19,1,9,2001,2001,0,8,7
5917,100,19,1,0,2001,2001,0,6,8
5917,100,19,1,0,2001,2001,0,20,8
5917,100,19,1,2,2001,2001,0,1,9
5917,100,19,1,0,2001,2001,0,1,10
5917,100,19,1,2,2001,2001,0,1,10
5917,100,19,1,7,2001,2001,3,13,11
5917,100,19,1,11,2001,2001,3,15,11
5917,100,19,1,5,2001,2001,0,19,11
5917,100,19,1,2,2002,2002,0,1,5
5917,100,19,1,2,2002,2002,0,1,6
5917,100,19,1,9,2002,2002,0,8,7
5917,100,19,1,11,2002,2002,3,11,11
5917,100,19,1,5,2002,2002,0,15,11
5917,100,19,1,0,2003,2003,0,7,7
5917,100,19,1,9,2003,2003,0,13,7
5917,100,19,1,0,2003,2003,0,11,8
5917,100,19,1,11,2003,2003,3,4,11
5917,100,19,1,7,2005,2005,3,8,11
5917,100,19,1,0,2007,2007,0,9,4
5917,100,19,1,2,2007,2007,0,1,5
5917,100,19,1,0,2007,2007,0,7,5
5917,100,19,1,15,2007,2007,2,10,10
5917,100,19,1,0,2010,2010,0,13,9
5988,100,9,0,14,2003,2003,0,24,10
5989,100,10,0,1,2000,2000,0,1,8
5997,100,27,1,3,2000,2000,0,1,5
5998,100,30,1,1,2001,2001,0,1,10
6002,100,30,1,14,2000,2000,0,31,10
6012,100,23,1,7,2001,2001,6,13,11
6015,100,29,1,14,2001,2001,0,4,11
6020,100,10,0,9,2001,2001,0,8,7
6020,100,10,0,7,2001,2001,2,13,11
6020,100,10,0,9,2003,2003,0,13,7
6092,100,25,1,7,2004,2004,9,8,11
6099,100,6,0,9,2000,2000,0,9,7
6099,100,6,0,11,2000,2000,7,11,11
6099,100,6,0,9,2001,2001,0,8,7
6099,100,6,0,7,2002,2002,7,9,11
6228,100,28,1,9,2001,2001,0,8,7
6228,100,28,1,9,2003,2003,0,13,7
6228,100,28,1,1,2003,2003,0,1,8
6228,100,28,1,13,2003,2003,0,3,11
6228,100,28,1,9,2005,2005,0,10,7
6228,100,28,1,13,2005,2005,0,9,11
6228,100,28,1,9,2006,2006,0,9,7
6228,100,28,1,9,2007,2007,0,8,7
6386,100,23,1,9,2000,2000,0,9,7
6410,100,30,1,14,2000,2000,0,31,10
6430,100,29,1,14,2009,2009,0,2,11
6464,100,10,0,1,2000,2000,0,1,7
6464,100,10,0,9,2000,2000,0,9,7
6464,100,10,0,9,2001,2001,0,8,7
6464,100,10,0,4,2001,2001,0,18,11
6464,100,10,0,9,2002,2002,0,8,7
6464,100,10,0,4,2002,2002,0,14,11
6464,100,16,1,9,2006,2006,0,9,7
6464,100,16,1,14,2006,2006,0,3,11
6464,100,16,1,9,2009,2009,0,12,7
6464,100,16,1,1,2010,2010,0,1,10
